player_id,player_name,world_cup_team,resolved_role,stable,covered,needed,overall,uncertainty,observed_minutes,missing_minutes_bound,missing_fraction,known_missing_startXI_fixtures,known_minute_coverage_lower_bound,provider_structural_missingness_confirmed,score_observed,score_empirical_low,score_empirical_median,score_empirical_high,score_strict_low,score_strict_high,conservative_observed,conservative_empirical_low,conservative_empirical_median,conservative_empirical_high,conservative_strict_low,conservative_strict_high
1324,I. Sunjic,Bosnia & Herzegovina,AM,True,False,True,0.4662136864895028,0.1015504800579494,2112.0,1709.0,0.4472651138445433,20,0.5527348861554567,True,0.4662136864895028,0.4576104691585141,0.5107968701213046,0.5738521179724543,0.2576925689258911,0.7049576827704345,0.36466320643155337,0.3560599891005647,0.40924639006335517,0.47230163791450486,0.1561420888679417,0.603407202712485
2514,Kaku,Paraguay,RW,True,False,True,0.5128950681971306,0.1350034867053223,1195.0,716.0,0.3746729461015175,8,0.6253270538984824,True,0.5128950681971306,0.49824935747440147,0.5504463105225965,0.5977974514081406,0.32072716195477297,0.6954001080562905,0.3778915814918083,0.36324587076907916,0.4154428238172742,0.46279396470281825,0.18572367524945066,0.5603966213509681
2699,S. Ghoddos,Iran,CM,True,False,True,0.4566404334309222,0.1312669518889954,1264.0,709.0,0.35935124176381145,9,0.6406487582361885,True,0.4566404334309222,0.4723225375698497,0.513762502370466,0.5628370276827921,0.29254612663795526,0.6518973684017667,0.3253734815419268,0.3410555856808543,0.38249555048147055,0.4315700757937967,0.16127917474895986,0.5206304165127713
2860,K. Sema,Sweden,AM,True,False,True,0.5679998050129618,0.1535298947157476,924.0,405.0,0.3047404063205418,6,0.6952595936794582,True,0.5679998050129618,0.531119730533978,0.5673578473430648,0.6103200218029323,0.3949073136433233,0.6996477199638651,0.41446991029721414,0.37758983581823036,0.4138279526273172,0.4567901270871847,0.24137741892757572,0.5461178252481175
2975,C. Blackman,Panama,RB,True,False,True,0.600931976858626,0.0957225692563669,2377.0,978.0,0.29150521609538005,11,0.70849478390462,True,0.600931976858626,0.5482332711403441,0.5714829850751719,0.6046858278278516,0.4257571710858283,0.7172623871812083,0.5052094076022591,0.45251070188397724,0.475760415818805,0.5089632585714847,0.33003460182946137,0.6215398179248414
8450,A. Seck,Senegal,RB,True,False,True,0.4654647270218075,0.1080661102395456,1865.0,971.0,0.3423836389280677,11,0.6576163610719323,True,0.4654647270218075,0.4499499214287178,0.47725756884466775,0.5162555335352867,0.3060972199914214,0.6484808589194891,0.3573986167822619,0.3418838111891722,0.36919145860512215,0.40818942329574115,0.19803110975187582,0.5404147486799435
16805,R. Rabia,Egypt,RB,True,False,True,0.4424746792151461,0.1149260842951899,1649.0,655.0,0.2842881944444444,8,0.7157118055555556,True,0.4424746792151461,0.43612821543821223,0.45880231809893224,0.4911831322161439,0.31668435157368746,0.6009725460181319,0.3275485949199562,0.3212021311430223,0.3438762338037423,0.376257047920954,0.20175826727849755,0.48604646172294197
16813,H. Fathy,Egypt,RB,False,False,True,0.6573535710004406,0.1169286807596014,1593.0,524.0,0.24752007557864902,6,0.7524799244213509,True,0.6573535710004406,0.5986410810008473,0.6183826521034639,0.6465755272006979,0.49464536542451665,0.7421654410031657,0.5404248902408392,0.48171240024124595,0.5014539713438625,0.5296468464410965,0.37771668466491526,0.6252367602435643
19614,S. Ezatolahi,Iran,AM,True,False,True,0.5257395152355557,0.1103068346267044,1790.0,938.0,0.34384164222873903,11,0.656158357771261,True,0.5257395152355557,0.49865820651926074,0.5395460354270132,0.5880206856985636,0.3449683769324211,0.6888100191611601,0.4154326806088513,0.3883513718925563,0.42923920080030875,0.47771385107185915,0.2346615423057167,0.5785031845344557
25341,D. Luckassen,Ghana,RB,True,False,True,0.4385033523274771,0.1011679910150193,2128.0,1736.0,0.4492753623188406,20,0.5507246376811594,True,0.4385033523274771,0.4302579261442797,0.46609098529770976,0.5172640634591816,0.24149459983252364,0.6907699621513642,0.3373353613124578,0.32908993512926044,0.3649229942826905,0.41609607244416236,0.14032660881750433,0.5896019711363449
