team_type,scenario_profile,player_id,name,role,minutes,overall,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,uncertainty,synthetic
synthetic,top20_pooled,SYN-GK-T20-pooled,SYN-GK-T20,GK,3627.5,0.7936397069606709,0.37624563057448623,0.3110727140402609,0.3144110832377702,0.3186822542325283,0.2104391132059017,0.1616785021632339,0.7882220912387927,0.9996646498695336,0.025,True
synthetic,top20_pooled,SYN-RCB-T20-pooled,SYN-RCB-T20,CB1,3624.5,0.5631207247443704,0.6834342503986568,0.3679028166690246,0.3914538965695431,0.4438844840845149,0.6114645470426434,0.5604220350883298,0.6910082828151937,0.6249093925407898,0.025,True
synthetic,top20_pooled,SYN-LCB-T20-pooled,SYN-LCB-T20,CB2,3155.0,0.5995487186270431,0.6690043775870597,0.404593427046616,0.3969774615280036,0.4562977326409482,0.568805015866898,0.5195404834935272,0.6855229005867911,0.6120643644818313,0.027000821182140623,True
synthetic,top20_pooled,SYN-RB-T20-pooled,SYN-RB-T20,FB1,3004.5,0.6224903580031016,0.6373824367735279,0.5724755350030268,0.5850049949958269,0.4661308822283944,0.6556304122198058,0.6027908227367123,0.5562609799062459,0.5091851796271272,0.025,True
synthetic,top20_pooled,SYN-LB-T20-pooled,SYN-LB-T20,FB2,3267.5,0.5567881433978523,0.5746272941861941,0.5339295243689257,0.5322605091181326,0.4639300535210984,0.6138545152482326,0.5546354080986875,0.5336831214111151,0.5249783835133432,0.025,True
synthetic,top20_pooled,SYN-DM-T20-pooled,SYN-DM-T20,DM,2880.0,0.6005866691576096,0.6786416325618131,0.4950095001798241,0.5359935953332505,0.4603291141695308,0.5941031157291443,0.5463174925622709,0.616528263756901,0.5819015146335552,0.025778933351619154,True
synthetic,top20_pooled,SYN-CM-T20-pooled,SYN-CM-T20,CM,3427.0,0.6887169572174912,0.6895822676512039,0.6799638674987543,0.7392476550193086,0.5951161639203124,0.5066400583398404,0.5532574185278347,0.5788504837390003,0.5681594931958777,0.025,True
synthetic,top20_pooled,SYN-AM-T20-pooled,SYN-AM-T20,AM,2627.5,0.6828138677541105,0.6168117177190421,0.7351134101115365,0.7362762905177713,0.6293383538680077,0.46583016843609926,0.5794915655140482,0.5376223549416597,0.5007262028005386,0.025,True
synthetic,top20_pooled,SYN-RW-T20-pooled,SYN-RW-T20,W1,3022.0,0.7449263612140564,0.5378738908677242,0.8303285083173202,0.8214715670668373,0.786485986912203,0.3476964333606978,0.6230933262400928,0.49154484398459847,0.4281026305153059,0.025,True
synthetic,top20_pooled,SYN-LW-T20-pooled,SYN-LW-T20,W2,2643.5,0.6267630116395853,0.4098407513511334,0.7029937146404769,0.6588823273896451,0.6759086195314008,0.39355675833624604,0.5580104380409305,0.39779107308863376,0.3472892456805751,0.03199119925197039,True
synthetic,top20_pooled,SYN-ST-T20-pooled,SYN-ST-T20,ST,2764.0,0.674178621150459,0.5663718550505701,0.7198280637135815,0.7371213865468625,0.7101048518287758,0.44973545514787266,0.524616008176711,0.5479541098871851,0.4848530350294245,0.055751332974669145,True
synthetic,top10_pooled,SYN-GK-T10-pooled,SYN-GK-T10,GK,3929.5,0.8006904267146104,0.39314828618165254,0.31143860477713753,0.3146248199062981,0.3186822542325283,0.21054240915205225,0.16724188675987572,0.8127822257848756,0.9996646498695336,0.025,True
synthetic,top10_pooled,SYN-RCB-T10-pooled,SYN-RCB-T10,CB1,4049.5,0.6171782017856384,0.6949803582520611,0.37443829847594656,0.4058071423486517,0.4563198164472655,0.6062731925102373,0.566361725616352,0.7145552484846613,0.6282352020077315,0.025,True
synthetic,top10_pooled,SYN-LCB-T10-pooled,SYN-LCB-T10,CB2,3315.5,0.6044913339463909,0.6714474933396399,0.4085460088963013,0.3953295746276709,0.4657258954397276,0.5740444576240351,0.5300107868938331,0.6872703421241131,0.6172802874426361,0.026750570180058053,True
synthetic,top10_pooled,SYN-RB-T10-pooled,SYN-RB-T10,FB1,1874.0,0.657593591650157,0.6272153134186103,0.5995004440755984,0.5576871965270338,0.4916944453512964,0.7071791660019365,0.6741448932653432,0.5445535785251362,0.53116363127474,0.03175963658589639,True
synthetic,top10_pooled,SYN-LB-T10-pooled,SYN-LB-T10,FB2,3292.5,0.6017121858363979,0.6215153131455812,0.5760091287150256,0.5616323243475814,0.4997013406308278,0.648995710946618,0.6203594630929681,0.5906377934576372,0.5622899427813345,0.026694234132222824,True
synthetic,top10_pooled,SYN-DM-T10-pooled,SYN-DM-T10,DM,3004.0,0.6187278659856337,0.7046940138758904,0.5099095625075083,0.5455700349326075,0.47149564211339046,0.6066952771971041,0.5889935179942744,0.6240559676644156,0.5964524438416796,0.02743081498986106,True
synthetic,top10_pooled,SYN-CM-T10-pooled,SYN-CM-T10,CM,3618.5,0.7254267082902035,0.6703665789438485,0.7237486931028814,0.7725005817006783,0.640098246990579,0.4913879709667581,0.5773440084790091,0.5764787875146341,0.5479972860845008,0.025,True
synthetic,top10_pooled,SYN-AM-T10-pooled,SYN-AM-T10,AM,2583.0,0.7128363113954299,0.6936472537841666,0.7391528056496617,0.7738581058923646,0.6235430898209885,0.48161942291136534,0.6048169498805831,0.5632835059003388,0.5083798177848988,0.028411535233008246,True
synthetic,top10_pooled,SYN-RW-T10-pooled,SYN-RW-T10,W1,3022.0,0.7664124778042432,0.5691810497390326,0.8653924769060585,0.8541424376619102,0.8098860247207432,0.33013362065991003,0.6119085530933153,0.5140588210783088,0.47091968217484487,0.027361555876715106,True
synthetic,top10_pooled,SYN-LW-T10-pooled,SYN-LW-T10,W2,2643.5,0.6267630116395853,0.4098407513511334,0.7029937146404769,0.6588823273896451,0.6759086195314008,0.39355675833624604,0.5580104380409305,0.39779107308863376,0.3472892456805751,0.03199119925197039,True
synthetic,top10_pooled,SYN-ST-T10-pooled,SYN-ST-T10,ST,2764.0,0.674178621150459,0.5663718550505701,0.7198280637135815,0.7371213865468625,0.7101048518287758,0.44973545514787266,0.524616008176711,0.5479541098871851,0.4848530350294245,0.055751332974669145,True
synthetic,top30_pooled,SYN-GK-T30-pooled,SYN-GK-T30,GK,3577.0,0.7848291927024004,0.36925101858695336,0.3116526746268853,0.31590085112927985,0.3186822542325283,0.21059217144430156,0.16391780930860447,0.7506950153270319,0.9996646498695337,0.025,True
synthetic,top30_pooled,SYN-RCB-T30-pooled,SYN-RCB-T30,CB1,3015.0,0.5296125991089778,0.6814404663577232,0.36184897442603614,0.3778511311828677,0.4438570609035417,0.574369166355043,0.5299324797267332,0.7039063545681162,0.6358200159726988,0.025,True
synthetic,top30_pooled,SYN-LCB-T30-pooled,SYN-LCB-T30,CB2,3155.0,0.5995487186270431,0.6690043775870597,0.404593427046616,0.3969774615280036,0.4562977326409482,0.568805015866898,0.5195404834935272,0.6855229005867911,0.6120643644818313,0.027000821182140623,True
synthetic,top30_pooled,SYN-RB-T30-pooled,SYN-RB-T30,FB1,3004.5,0.6068221319145809,0.6035318240670091,0.5586908876549507,0.5690642504813822,0.45708874598579147,0.6616557114411976,0.6100780068029708,0.5460484724827221,0.4925083133246937,0.025,True
synthetic,top30_pooled,SYN-LB-T30-pooled,SYN-LB-T30,FB2,3024.0,0.5331909521340833,0.5599012397147871,0.5061349407789768,0.5261605430883721,0.4482899348860067,0.5735638486457172,0.4971669335840822,0.5166883890382361,0.50569617703324,0.025,True
synthetic,top30_pooled,SYN-DM-T30-pooled,SYN-DM-T30,DM,2880.0,0.6005866691576096,0.6786416325618131,0.4950095001798241,0.5359935953332505,0.4603291141695308,0.5941031157291443,0.5463174925622709,0.616528263756901,0.5819015146335552,0.025778933351619154,True
synthetic,top30_pooled,SYN-CM-T30-pooled,SYN-CM-T30,CM,3268.0,0.6676876274574695,0.6886636915129914,0.6281066120195546,0.6845417632588507,0.5827474670559475,0.5501058660085384,0.5539073354160683,0.5801463436212595,0.5814999470420334,0.025,True
synthetic,top30_pooled,SYN-AM-T30-pooled,SYN-AM-T30,AM,2724.5,0.6622682666306949,0.5977366464035879,0.7123297662736864,0.7016639191552168,0.5915389423732881,0.48539592070516296,0.6029698598394904,0.5300104209069115,0.4783989827010727,0.025,True
synthetic,top30_pooled,SYN-RW-T30-pooled,SYN-RW-T30,W1,3007.5,0.7259036159936224,0.48682084901069816,0.795063963815719,0.7744442982276235,0.8018167040177789,0.351403704912895,0.6245254797063643,0.46825641013667524,0.40280679792341756,0.025,True
synthetic,top30_pooled,SYN-LW-T30-pooled,SYN-LW-T30,W2,2643.5,0.6267630116395853,0.4098407513511334,0.7029937146404769,0.6588823273896451,0.6759086195314008,0.39355675833624604,0.5580104380409305,0.39779107308863376,0.3472892456805751,0.03199119925197039,True
synthetic,top30_pooled,SYN-ST-T30-pooled,SYN-ST-T30,ST,2764.0,0.674178621150459,0.5663718550505701,0.7198280637135815,0.7371213865468625,0.7101048518287758,0.44973545514787266,0.524616008176711,0.5479541098871851,0.4848530350294245,0.055751332974669145,True
synthetic,top20_member_median,SYN-GK-T20-member_median,SYN-GK-T20,GK,3627.5,0.7936397069606709,0.37624563057448623,0.3110727140402609,0.3144110832377702,0.3186822542325283,0.2104391132059017,0.1616785021632339,0.7882220912387927,0.9996646498695336,0.0774880241824075,True
synthetic,top20_member_median,SYN-RCB-T20-member_median,SYN-RCB-T20,CB1,3624.5,0.5631207247443704,0.6834342503986568,0.3679028166690246,0.3914538965695431,0.4438844840845149,0.6114645470426434,0.5604220350883298,0.6910082828151937,0.6249093925407898,0.0775874680310145,True
synthetic,top20_member_median,SYN-LCB-T20-member_median,SYN-LCB-T20,CB2,3155.0,0.5995487186270431,0.6690043775870597,0.404593427046616,0.3969774615280036,0.4562977326409482,0.568805015866898,0.5195404834935272,0.6855229005867911,0.6120643644818313,0.0830862687254227,True
synthetic,top20_member_median,SYN-RB-T20-member_median,SYN-RB-T20,FB1,3004.5,0.6224903580031016,0.6373824367735279,0.5724755350030268,0.5850049949958269,0.4661308822283944,0.6556304122198058,0.6027908227367123,0.5562609799062459,0.5091851796271272,0.0851441012204493,True
synthetic,top20_member_median,SYN-LB-T20-member_median,SYN-LB-T20,FB2,3267.5,0.5567881433978523,0.5746272941861941,0.5339295243689257,0.5322605091181326,0.4639300535210984,0.6138545152482326,0.5546354080986875,0.5336831214111151,0.5249783835133432,0.08165890805351861,True
synthetic,top20_member_median,SYN-DM-T20-member_median,SYN-DM-T20,DM,2880.0,0.6005866691576096,0.6786416325618131,0.4950095001798241,0.5359935953332505,0.4603291141695308,0.5941031157291443,0.5463174925622709,0.616528263756901,0.5819015146335552,0.08698136225688965,True
synthetic,top20_member_median,SYN-CM-T20-member_median,SYN-CM-T20,CM,3427.0,0.6887169572174912,0.6895822676512039,0.6799638674987543,0.7392476550193086,0.5951161639203124,0.5066400583398404,0.5532574185278347,0.5788504837390003,0.5681594931958777,0.07972695624054055,True
synthetic,top20_member_median,SYN-AM-T20-member_median,SYN-AM-T20,AM,2627.5,0.6828138677541105,0.6168117177190421,0.7351134101115365,0.7362762905177713,0.6293383538680077,0.46583016843609926,0.5794915655140482,0.5376223549416597,0.5007262028005386,0.091045755570341,True
synthetic,top20_member_median,SYN-RW-T20-member_median,SYN-RW-T20,W1,3022.0,0.7449263612140564,0.5378738908677242,0.8303285083173202,0.8214715670668373,0.786485986912203,0.3476964333606978,0.6230933262400928,0.49154484398459847,0.4281026305153059,0.08490624970586685,True
synthetic,top20_member_median,SYN-LW-T20-member_median,SYN-LW-T20,W2,2643.5,0.6267630116395853,0.4098407513511334,0.7029937146404769,0.6588823273896451,0.6759086195314008,0.39355675833624604,0.5580104380409305,0.39779107308863376,0.3472892456805751,0.09076937242741065,True
synthetic,top20_member_median,SYN-ST-T20-member_median,SYN-ST-T20,ST,2764.0,0.674178621150459,0.5663718550505701,0.7198280637135815,0.7371213865468625,0.7101048518287758,0.44973545514787266,0.524616008176711,0.5479541098871851,0.4848530350294245,0.0887687119753338,True
real,real_xi_set_01,SYN-GK,J. Garcia,GK,4049.0,0.809506995311787,0.3866104573636014,0.3069486787875574,0.3134452587707816,0.3186822542325283,0.2241816371173277,0.1801299446561521,0.882462309405488,0.9996646498695336,0.0733423885081944,False
real,real_xi_set_01,SYN-CB1,B. Mechele,CB1,5270.0,0.7073087044532894,0.7479817640375996,0.3641402372845332,0.3911904585022014,0.5094256512391125,0.6625621182930959,0.6328775514047743,0.8294391473855117,0.6834307582300887,0.0642870696522883,False
real,real_xi_set_01,SYN-CB2,N. Otamendi,CB2,4243.0,0.7100013786997497,0.698734939828358,0.3852613112708375,0.3586611222274048,0.4391469549797796,0.6420735610530376,0.7476446132343418,0.7874213174071151,0.6449988337082831,0.0716460780479048,False
real,real_xi_set_01,SYN-FB1,D. Raum,FB1,3030.0,0.6677485732012052,0.7176180105497567,0.720207928699296,0.8921081507530005,0.4897578599894956,0.5857224199197393,0.339147941061167,0.4677590237562899,0.4136149400045529,0.0847827742638868,False
real,real_xi_set_01,SYN-FB2,N. Mendes,FB2,3391.0,0.7103090167412799,0.7387296322747439,0.7865855738678991,0.6972278128109684,0.6136203400884093,0.5792449221465932,0.7439916647899244,0.6184724739801535,0.6078196950012679,0.0801428980321012,False
