player_id,annual_minutes,final_role,final_family,exact_role_minutes,exact_role_observations,exact_role_share,family,family_minutes,family_observations,family_share,player_name,world_cup_team,squad_position,overall,uncertainty,conservative_score,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,exact_window_total_minutes,human_review_resolved,review_resolved,assignment_source,overall_final,conservative_score_final,complete_role_specific_profile,final_role_eligible_before_coverage,eligibility_exclusion_reason,fixture_coverage_annual_current,known_minute_coverage_annual_current,missing_fixture_endpoints_annual_current,missing_startXI_annual_current,exact_detailed_minutes_annual_current,coverage_pass_90_annual_current,fixture_coverage_pre_world_cup,known_minute_coverage_pre_world_cup,missing_fixture_endpoints_pre_world_cup,missing_startXI_pre_world_cup,exact_detailed_minutes_pre_world_cup,coverage_pass_90_pre_world_cup,coverage_pass_90pct,final_candidate_eligible,coverage_exclusion_reason,context_minutes,context_matches,opponent_strength_adjusted_num,opponent_strength_z_num,competition_strength_num,competition_strength_z_num,context_strength_z_num,component_size_num,bridge_match_count,opponent_strength_adjusted,opponent_strength_z,competition_strength,competition_strength_z,context_strength_z,opponent_component_size,club_name,national_team_name,competition_id,competition_name,club_minutes,national_minutes,competition_count,gk_minutes,gk_matches,saves,goals_conceded,sot_faced,passes,accurate_passes,penalty_saves,clean_sheets,appearances_60,expected_gc,goals_prevented,bayes_save_rate,bayes_pass_accuracy,bayes_clean_sheet_rate,bayes_penalty_save_rate,goals_prevented_p90,save_pct_component,goals_prevented_component,clean_sheet_component,distribution_component,penalty_component,goalkeeper_score_unshrunk,goalkeeping_v2,goalkeeper_model_reliability,gk_proxy_model,context_coverage,network_reliability,context_model,context_gamma,raw_overall_final,raw_build_up,raw_progression,raw_creation,raw_finishing,raw_defending,raw_duels,raw_retention,raw_goalkeeping,raw_uncertainty,raw_conservative_score_final,external_context_complete,goalkeeper_model_complete,final_candidate_eligible_v2,v2_exclusion_reason,adjusted_role_score_v2,raw_role_score
156477,2970,AM,MID,807.0,10.0,0.4953959484346225,MID,1101.0,14.0,0.6758747697974218,R. Cherki,France,Midfielder,0.7884631372516417,0.0856348838577675,0.7028282533938742,0.8249783758568865,0.9075264605215295,0.9196760940011591,0.7747897306195879,0.47306058563992387,0.6683478285682665,0.62378769382149,0.603037496781526,2970,True,True,explicit_outcome_blind_adjudication,0.840419366721433,0.7547844828636655,True,True,,1.0,1.0,0,0,2970.0,True,1.0,1.0,0,0,2987.0,True,True,True,,2970.0,60,4628977.652476646,5788.425692420725,4565626.368373366,5505.264966245235,5703.477474568078,1685034.0,55,1558.5783341672209,1.9489648796029377,1537.2479354792479,1.8536245677593384,1.920362786049858,567.3515151515152,Manchester City,France,39,Premier League,2866.0,104.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,results-based Elo; 70% opponent strength + 30% competition median strength,0.18,0.7884631372516417,0.7693744425726562,0.8741470971850495,0.8901514433251044,0.708867859753454,0.388522420332303,0.5878432747372776,0.5399126853092701,0.5181101369294063,0.0856348838577675,0.7028282533938742,True,True,True,,0.8363825139869178,0.7884631372516417
291964,3531,AM,MID,851.0,11.0,0.2385758340342024,MID,2783.0,36.0,0.7802074572469863,A. Guler,Türkiye,Attacker,0.7197625418816729,0.078538043641699,0.6412244982399739,0.7827590134832427,0.8047348698502041,0.899352333063649,0.6771702278781383,0.5330690954427568,0.5987638223004258,0.7057851076229489,0.676027517926372,3531,True,True,explicit_outcome_blind_adjudication,0.7622264303441675,0.6836883867024685,True,True,,1.0,1.0,0,0,3531.0,True,1.0,1.0,0,0,3684.0,True,True,True,,3531.0,54,5469765.369967019,4539.733035732825,5360981.747034657,3900.134261093915,4347.8534033411515,1929555.0,45,1549.069773425947,1.2856791378456032,1518.2616106017153,1.1045409971945384,1.2313376956502837,546.4613423959219,Real Madrid,Türkiye,140,La Liga,3261.0,270.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,results-based Elo; 70% opponent strength + 30% competition median strength,0.18,0.7197625418816729,0.7427243335777008,0.7675473828023704,0.8774400264898783,0.6269505622081362,0.4777220036443763,0.5445505948453522,0.6577671407791512,0.6257283397193308,0.078538043641699,0.6412244982399739,True,True,True,,0.7958469018451316,0.75936576707091
1485,3624,AM,MID,2102.0,24.0,0.5873148924280526,MID,3579.0,41.0,1.0,B. Fernandes,Portugal,Midfielder,0.7463815258219413,0.077523762646265,0.6688577631756762,0.7977202969310407,0.8008122588693083,0.9602206316543486,0.6973993423903465,0.5631321523188046,0.48725304364130356,0.5390067796437579,0.5197218508059506,3624,True,True,explicit_outcome_blind_adjudication,0.8014474486797676,0.7239236860335025,True,True,,1.0,1.0,0,0,3624.0,True,1.0,1.0,0,0,3201.0,True,True,True,,3624.0,42,5612945.193133582,6198.676782730414,5570868.761731207,6740.831793596896,6361.323285990357,1906848.0,39,1548.8259362951387,1.7104516508638008,1537.21544197881,1.8600529231779515,1.7553320325580457,526.1721854304636,Manchester United,Portugal,39,Premier League,3201.0,423.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,results-based Elo; 70% opponent strength + 30% competition median strength,0.18,0.7463815258219413,0.7419535163235885,0.7456260869685294,0.9462343217135988,0.6269102663181005,0.4844859371296802,0.4092761248076461,0.4601807651215661,0.4410180414374093,0.077523762646265,0.6688577631756762,True,True,True,,0.794600885042673,0.7463815258219412
203224,3865,AM,MID,1999.0,25.0,0.5497799779977998,MID,2178.0,27.0,0.599009900990099,F. Wirtz,Germany,Attacker,0.6719684158227035,0.0750678864818626,0.5969005293408408,0.7363807676761103,0.8352752132862705,0.8689732710458701,0.6789713511552362,0.5031949061415415,0.5097596012668746,0.60462500366799,0.5670946007763465,3865,True,True,explicit_outcome_blind_adjudication,0.7431900435906886,0.668122157108826,True,True,,1.0,1.0,0,0,3865.0,True,1.0,1.0,0,0,3502.0,True,True,True,,3865.0,53,6030971.242564179,6955.425032414726,5975313.617277926,8500.52001369448,7418.953526798651,2078073.0,52,1560.4065310644705,1.7995925051525812,1546.0061105505629,2.1993583476570455,1.9195222579039202,537.664424320828,Liverpool,Germany,39,Premier League,3502.0,363.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,results-based Elo; 70% opponent strength + 30% competition median strength,0.18,0.6719684158227035,0.6641241630346639,0.7821042214715079,0.8243927402331528,0.5995365790503601,0.4175754973533127,0.4239764479696891,0.5198045728207084,0.4811321887375968,0.0750678864818626,0.5969005293408408,True,True,True,,0.7730220702911051,0.7110974939535979
339883,3909,AM,MID,2415.0,29.0,0.6458946242310778,MID,2415.0,29.0,0.6458946242310778,K. Yildiz,Türkiye,Midfielder,0.7250643603956258,0.0746442059555338,0.6504201544400919,0.5868164463691355,0.8692877153720718,0.8060059844089186,0.7538067773070063,0.3753782632050877,0.6386531817272186,0.5796212987370191,0.5372330868676045,3909,True,True,explicit_outcome_blind_adjudication,0.763239596445162,0.6885953904896283,True,True,,1.0,1.0,0,0,3909.0,True,1.0,1.0,0,0,3941.0,True,True,True,,3909.0,52,5978628.010999237,4349.133463052374,5935321.121894488,4387.706118489549,4360.7052596835265,2176389.0,49,1529.452036582051,1.1125948997319965,1518.3732724212043,1.1224625526962264,1.1155551956212655,556.7636224098235,Juventus,Türkiye,135,Serie A,3690.0,219.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,results-based Elo; 70% opponent strength + 30% competition median strength,0.18,0.7250643603956258,0.5374348680012372,0.8447331613813894,0.772672560630862,0.7146791676403134,0.3295961972202529,0.5911504727350063,0.5300684360061064,0.487105014785674,0.0746442059555338,0.6504201544400919,True,True,True,,0.7520592872171914,0.715489086193327
129718,3335,AM,MID,1130.0,13.0,0.3320599471054951,MID,2854.0,34.0,0.838671760211578,J. Bellingham,England,Midfielder,0.6684158397944093,0.0808129607964196,0.5876028789979897,0.6674195001391839,0.7974846858699826,0.7097843141900693,0.8264715233016904,0.6699482204548711,0.8803733591827938,0.6721486414399132,0.6528175574371032,3335,True,True,explicit_outcome_blind_adjudication,0.7219680625593643,0.6411551017629447,True,True,,1.0,1.0,0,0,3335.0,True,1.0,1.0,0,0,3164.0,True,True,True,,3335.0,48,5187235.6624210235,5320.302376248238,5057553.945103197,3224.398228512193,4691.531131927424,1639503.0,38,1555.3930022251946,1.5952930663413007,1516.507929566176,0.9668360505283937,1.4067559615974286,491.6050974512744,Real Madrid,England,140,La Liga,2717.0,618.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,results-based Elo; 70% opponent strength + 30% competition median strength,0.18,0.6684158397944093,0.6090500199197738,0.7535118916872088,0.6550067472771239,0.7871125575305447,0.6117643843973788,0.8510365939782338,0.6141292886267666,0.5934464222654002,0.0808129607964196,0.5876028789979897,True,True,True,,0.7399401003435944,0.6894595435981903
37127,2454,AM,MID,66.0,1.0,0.0311173974540311,MID,2040.0,27.0,0.9618104667609618,M. Odegaard,Norway,Midfielder,0.6626185269811603,0.0942088404740865,0.5684096865070738,0.7750638875215793,0.7303243812130721,0.8768111464368818,0.6054259133666143,0.4944277359696758,0.3873768323166822,0.5836520215482551,0.624487075950087,2454,True,True,explicit_outcome_blind_adjudication,0.7448904552942913,0.6506816148202048,True,True,,1.0,1.0,0,0,2454.0,True,1.0,1.0,0,0,1983.0,True,True,True,,2454.0,44,3847890.1220400366,5670.514440632566,3777688.296718127,4790.200118514287,5406.420143997082,1198206.0,41,1568.0073846943915,2.310723080942366,1539.4002839112172,1.9519967883106304,2.203105193152845,488.2665036674817,Arsenal,Norway,39,Premier League,1983.0,471.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,results-based Elo; 70% opponent strength + 30% competition median strength,0.18,0.6626185269811603,0.6985852740347607,0.6455899636997648,0.8272146471464674,0.5078909305642113,0.3967922277540738,0.2984036788093923,0.4853103835083999,0.5279904083071503,0.0942088404740865,0.5684096865070738,True,True,True,,0.7393352933580918,0.6626185269811603
147859,3389,AM,MID,2351.0,30.0,0.7489646384198789,MID,2351.0,30.0,0.7489646384198789,C. De Ketelaere,Belgium,Attacker,0.6994530015453719,0.08016654249287,0.6192864590525019,0.5643039369922138,0.8294411884568155,0.8334001505351558,0.6763595928151858,0.40849312721327213,0.6922482423534291,0.4642993829893264,0.3601010781144887,3389,True,True,explicit_outcome_blind_adjudication,0.7316628866656453,0.6514963441727752,True,True,,1.0,1.0,0,0,3389.0,True,1.0,1.0,0,0,3036.0,True,True,True,,3389.0,48,5146914.120813123,2769.448950775622,5136974.263129806,3477.8476702421053,2981.9685666155665,1804653.0,44,1518.711750018626,0.8171876514534145,1515.7787734227813,1.0262164857604323,0.8798963017455198,532.5030982590735,Atalanta,Belgium,135,Serie A,3036.0,353.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,results-based Elo; 70% opponent strength + 30% competition median strength,0.18,0.6994530015453719,0.5250457131666892,0.8058537760379295,0.8102349807239909,0.6407706378263491,0.3708482469850022,0.6575217772597743,0.4252086238206062,0.3244694930054122,0.08016654249287,0.6192864590525019,True,True,True,,0.7180964440669317,0.6883978876643532
274300,3435,AM,MID,1591.0,19.0,0.5128949065119278,MID,1591.0,19.0,0.5128949065119278,M. Akliouche,France,Midfielder,0.6477032695466504,0.0796279558554141,0.5680753136912362,0.5987184721161627,0.7372023460226599,0.7704339896526157,0.690972862722256,0.5388395235612752,0.512198300082492,0.5848690568466253,0.5673454664991698,3435,True,True,explicit_outcome_blind_adjudication,0.7018260318827765,0.6221980760273624,True,True,,1.0,1.0,0,0,3435.0,True,1.0,1.0,0,0,3425.0,True,True,True,,3435.0,51,5303568.0525405025,4495.518777118865,5251322.24919899,5225.554743905008,4714.529567154707,2004435.0,41,1543.979054596944,1.3087390908642984,1528.7692137406084,1.5212677565953443,1.3724976905836122,583.5327510917031,Monaco,France,61,Ligue 1,3425.0,10.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,results-based Elo; 70% opponent strength + 30% competition median strength,0.18,0.6477032695466504,0.53819510870549,0.6866337636589452,0.7238647492285581,0.6359021085938891,0.4771714137305283,0.4506000112940307,0.5239178333982997,0.5059945269610481,0.0796279558554141,0.5680753136912362,True,True,True,,0.7005094015779922,0.6477032695466504
350037,3370,AM,MID,2699.0,31.0,0.8777235772357723,MID,2760.0,32.0,0.8975609756097561,N. Paz,Argentina,Attacker,0.710847747394613,0.0803922136271258,0.6304555337674872,0.5928096653888607,0.7824463902153774,0.6809420290322837,0.8073721410357537,0.6881002799974164,0.7904618166873287,0.5682230380357064,0.5144946734773573,3370,True,True,explicit_outcome_blind_adjudication,0.7364333971883184,0.6560411835611926,True,True,,1.0,1.0,0,0,3370.0,True,1.0,1.0,0,0,3299.0,True,True,True,,3370.0,51,5119057.975133492,2729.1121767133873,5061524.182426946,1620.7070744566058,2396.5906460363526,1931130.0,42,1519.0083012265554,0.8098255717250408,1501.9359591771354,0.4809219805509216,0.711154494372805,573.0356083086053,Como,Argentina,135,Serie A,3290.0,80.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,results-based Elo; 70% opponent strength + 30% competition median strength,0.18,0.710847747394613,0.5615819588916212,0.7598709808696316,0.6525113551639787,0.7866780845607194,0.6599889663507378,0.7684720445857228,0.536583766436141,0.4825039299056999,0.0803922136271258,0.6304555337674872,True,True,True,,0.6993124624701188,0.6727853434689228
