player_id,player_name,world_cup_team,squad_position,reported_minutes,benchmark_precheck,window,expected_official_fixtures,processed_fixture_endpoints,fixture_endpoint_coverage,missing_fixture_endpoints,detailed_appearance_fixtures,detailed_minutes,aggregate_reported_minutes,minute_reconciliation_ratio_raw,minute_reconciliation_ratio_clipped,coverage_pass_80pct,denominator_note,reconciled_detailed_appearance_fixtures,reconciled_detailed_minutes,original_detailed_minutes,original_coverage_pass_80pct,recovered_minutes,pass_changed_false_to_true
144709,J. Anang,Ghana,Goalkeeper,5179.0,True,annual_current,43,10,0.2325581395348837,33,13,789.0,5179.0,0.15234601274377294,0.15234601274377294,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,13,789.0,556.0,False,233.0,False
57875,C. Yanis,Panama,Midfielder,3133.0,True,annual_current,40,9,0.225,31,7,180.0,3133.0,0.05745292052345994,0.05745292052345994,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,7,180.0,0.0,False,180.0,False
57875,C. Yanis,Panama,Midfielder,3133.0,True,pre_world_cup,43,11,0.2558139534883721,32,9,330.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,9,330.0,150.0,False,180.0,False
99211,Park Jin-Seop,South Korea,Midfielder,3210.0,True,annual_current,38,7,0.1842105263157894,31,8,398.0,3210.0,0.12398753894080997,0.12398753894080997,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,8,398.0,218.0,False,180.0,False
144709,J. Anang,Ghana,Goalkeeper,5179.0,True,pre_world_cup,42,6,0.1428571428571428,36,8,736.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,8,736.0,556.0,False,180.0,False
226765,E. Stroud,Sweden,Defender,3362.0,True,annual_current,31,20,0.6451612903225806,11,20,1601.0,3362.0,0.47620464009518143,0.47620464009518143,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,20,1601.0,1421.0,False,180.0,False
375608,M. Neffati,Tunisia,Defender,2649.0,True,annual_current,34,8,0.2352941176470588,26,9,591.0,2649.0,0.22310305775764439,0.22310305775764439,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,9,591.0,444.0,False,147.0,False
375608,M. Neffati,Tunisia,Defender,2649.0,True,pre_world_cup,31,6,0.1935483870967742,25,8,681.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,8,681.0,534.0,False,147.0,False
142016,João Paulo,Cape Verde Islands,Defender,2909.0,True,annual_current,79,4,0.050632911392405,75,5,224.0,2909.0,0.07700240632519766,0.07700240632519766,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,5,224.0,104.0,False,120.0,False
142016,João Paulo,Cape Verde Islands,Defender,2909.0,True,pre_world_cup,77,0,0.0,77,1,120.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,1,120.0,0.0,False,120.0,False
