player_id,name,role,minutes,overall,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,uncertainty,synthetic
182718,Joan García,GK,4049.0,0.809032701645205,0.38715257869784636,0.30682942175779726,0.3133428558439498,0.3215983069298614,0.22468308588870278,0.1825563568524365,0.8785775231826151,0.9996646498695336,0.07334238850819447,False
30776,Cristian Romero,CB1,3294.0,0.7256182282114146,0.6480794282424709,0.4132093525096334,0.4346086393541526,0.5450336103412504,0.7296637421769497,0.7314956608745137,0.7968890193052461,0.6399087340672225,0.08131433980500301,False
69,Brandon Mechele,CB2,5270.0,0.7065425588139983,0.7479174441339551,0.3642741764740689,0.39126130947339083,0.5112185467818571,0.6625729616878283,0.6331119746469899,0.8253682504289865,0.6862408236708456,0.06428706965228839,False
271539,Jaouen Hadjam,FB1,1934.0,0.7457744884910458,0.5789524957654931,0.839662950472598,0.6387264405344559,0.46442991639900927,0.757584821735575,0.8915570931635788,0.5243125432198866,0.3701237496968641,0.10612084582841469,False
263482,Nuno Mendes,FB2,3391.0,0.7107889849760821,0.7386796472327869,0.7880643187871794,0.6978999736665111,0.6145349909911245,0.5793846449229427,0.7434430147910773,0.6167709526250731,0.6105279535542951,0.08014289803210126,False
138908,Elliot Anderson,DM,4793.0,0.7189595182743745,0.7260026080256804,0.6960638662766202,0.6211179977993161,0.45327353610175414,0.7228128546554713,0.8589556696742003,0.5930798405476805,0.5399776294840986,0.06741013908648066,False
133609,Pedri,CM,3539.0,0.7496793477876889,0.8680922504437757,0.7461411858870245,0.8035714904217689,0.49948761841288475,0.6260874045793978,0.6725142599801162,0.6828084129649716,0.6597361693400522,0.07844922479095855,False
19617,Michael Olise,AM,4569.0,0.8105452427995674,0.7091099237035499,0.8946114853210361,0.9032976761090687,0.8361502807542182,0.376080075472131,0.7045064431792274,0.5302966092998247,0.5043885890358613,0.06904279411760973,False
154,Lionel Messi,W1,3834.0,0.8331962192973716,0.6182088787096945,0.9067075438878913,0.9486847944457205,0.9729316339589625,0.3113123520480016,0.5905131930704841,0.4796213300566958,0.4060572440520354,0.07537075808102849,False
513776,Yan Diomande,W2,3400.0,0.7847036121270806,0.5419715409915441,0.9307036276091821,0.7574253591449989,0.7390624998316029,0.4585074945282217,0.7888550075910987,0.5952526903084545,0.5080083555319226,0.08003675626198987,False
278,Kylian Mbappé,ST,4228.0,0.7757925592895308,0.5106956840964556,0.8403682505437964,0.7896475463759417,0.9773472637085762,0.2279846792350926,0.40987685542843055,0.5455716689305089,0.5347304004385646,0.07177305766790869,False
