score_state,numerical_state,phase,outcome,synthetic_minus_real_rate,low,high,simulation_count
leading,equal,extra_time,shots,-0.0010896999682725554,-0.002637542805240519,0.0004705999006006251,10000
leading,equal,extra_time,goals,-0.00019801995649589542,-0.0006472927009729364,0.00027948903671135803,10000
leading,equal,extra_time,xg,-0.00028536941755685633,-0.0005708588544706224,-1.588478347329856e-06,10000
leading,equal,first_half,shots,-0.017366790458240945,-0.021198511731964034,-0.013700575326658174,10000
leading,equal,first_half,goals,-0.004118483753271533,-0.0051782091870310205,-0.0030634965699317,10000
leading,equal,first_half,xg,-0.004128965494431366,-0.004785260214782181,-0.003489229142944955,10000
leading,equal,second_half,shots,-0.01871161527868927,-0.022497096082276697,-0.014960286455777627,10000
leading,equal,second_half,goals,-0.0031482510279815645,-0.004142318254912928,-0.0022368607865119153,10000
leading,equal,second_half,xg,-0.0036239575188602787,-0.004310699550394704,-0.002979907178155212,10000
leading,inferior,extra_time,shots,-0.00031899436347965763,-0.0009095518858184299,0.00025123845231565773,10000
leading,inferior,extra_time,goals,-2.0945900504724028e-05,-0.00016120538856568265,0.00010941124500499497,10000
leading,inferior,extra_time,xg,-3.308746116435397e-05,-0.00013511388359940026,6.145472702241143e-05,10000
leading,inferior,first_half,shots,-0.00038682152707487536,-0.0009228632492665777,0.00013955539634065772,10000
leading,inferior,first_half,goals,-0.0001374762254653559,-0.0002890963462954352,-1.0906250000000025e-05,10000
leading,inferior,first_half,xg,-9.229693083161799e-05,-0.00018094184141795875,-1.3574073332945188e-05,10000
leading,inferior,second_half,shots,-0.000386899558599338,-0.0013461684847955587,0.0005889385271730113,10000
leading,inferior,second_half,goals,-0.00012953589811054732,-0.0003158719490146908,6.511560149335075e-05,10000
leading,inferior,second_half,xg,-4.090983609609099e-05,-0.00022572359902742282,0.00016806466013469536,10000
leading,superior,extra_time,shots,-0.0002052929154384599,-0.0008453231861690606,0.00040984352253820684,10000
leading,superior,extra_time,goals,-0.0001376893792482028,-0.00029806511809269163,1.6946419389433995e-05,10000
leading,superior,extra_time,xg,-1.4544241448121889e-05,-0.00012634717421892045,0.00010019656423280052,10000
leading,superior,first_half,shots,-0.0005357635672720811,-0.0012311322690918471,0.00017893065420131822,10000
leading,superior,first_half,goals,1.5874871731295897e-05,-0.0001971730686292122,0.000249639257179224,10000
leading,superior,first_half,xg,-0.00013914283241049202,-0.00026912900957363367,-9.966783789399099e-06,10000
leading,superior,second_half,shots,-0.0022803986536730145,-0.003400230489651144,-0.0011024105528011441,10000
leading,superior,second_half,goals,-0.0003211979831562248,-0.0006762766184574877,3.7292894113915164e-05,10000
leading,superior,second_half,xg,-0.0004328932044088089,-0.0006319881566841833,-0.00022066752966166988,10000
tied,equal,extra_time,shots,-9.006266579774333e-05,-0.0026511416678629595,0.0025059550463420494,10000
tied,equal,extra_time,goals,-0.00021388849448911352,-0.002553254827619142,0.0019257964427222645,10000
tied,equal,extra_time,xg,0.000239065646796099,-0.0003242621559681946,0.0008632829656409416,10000
tied,equal,first_half,shots,-0.02188605601465028,-0.02761416219203831,-0.016475751311626683,10000
tied,equal,first_half,goals,-0.016664328895881556,-0.021343744280081,-0.011880671989461578,10000
tied,equal,first_half,xg,-0.00835357184166265,-0.009602672599933864,-0.007153916763307978,10000
tied,equal,second_half,shots,-0.006383666628439628,-0.01024672736016379,-0.0024171393228585095,10000
tied,equal,second_half,goals,-0.005449958971068689,-0.00864695083670425,-0.0020791166849820583,10000
tied,equal,second_half,xg,-0.0024084039102578833,-0.0033141920080621335,-0.0015172738855152937,10000
tied,inferior,extra_time,shots,-0.00029877705114466464,-0.0013646780738840957,0.0007098100250101738,10000
tied,inferior,extra_time,goals,-0.0001485990576107012,-0.0008211172023930175,0.0005465900494078235,10000
tied,inferior,extra_time,xg,-7.0355312458356e-05,-0.00026538473095999334,0.00012162721310831668,10000
tied,inferior,first_half,shots,0.0007515731068749435,-0.0001772914260744375,0.0017281718969963358,10000
tied,inferior,first_half,goals,0.00023026171336926486,-0.00031166574992036943,0.0008006248286546911,10000
tied,inferior,first_half,xg,0.00014156367970120907,-2.380855376325562e-05,0.0002926698463689379,10000
tied,inferior,second_half,shots,-0.0001292208675091187,-0.001286809288876946,0.0010687402875180802,10000
tied,inferior,second_half,goals,6.050354251012149e-05,-0.0006070459687446131,0.0007484006782027501,10000
tied,inferior,second_half,xg,-5.643844782461428e-05,-0.0002839258392772336,0.00016451191227243066,10000
tied,superior,extra_time,shots,0.0002844281125065887,-0.0009357133869391728,0.001529169855331342,10000
tied,superior,extra_time,goals,0.0006907741324274504,-8.446854112118193e-05,0.001504408273799363,10000
tied,superior,extra_time,xg,2.8663546683886897e-05,-0.00020139902944933224,0.00028246285402068293,10000
tied,superior,first_half,shots,-0.00138319912523078,-0.002407879761424874,-0.00032611276164986556,10000
tied,superior,first_half,goals,-0.000940895634426781,-0.0016124799200349636,-0.0002635785681918586,10000
tied,superior,first_half,xg,-0.00040021351497923803,-0.0007264826273512992,-0.0001376777654069701,10000
tied,superior,second_half,shots,-0.0023735027852388986,-0.0038270186507577833,-0.000952841999597428,10000
tied,superior,second_half,goals,-0.001343624953835667,-0.002281366473150552,-0.0004401872737382921,10000
tied,superior,second_half,xg,-0.0005168225319369958,-0.0008071570824433238,-0.00024016177197814923,10000
trailing,equal,extra_time,shots,0.0004607568444403146,-0.0015580310455519787,0.0024215936586560317,10000
trailing,equal,extra_time,goals,-3.437996472052196e-05,-0.0012031020353592916,0.0012712372535445273,10000
trailing,equal,extra_time,xg,0.00018070858880297628,-0.0002613280928507366,0.0006015401932200256,10000
trailing,equal,first_half,shots,0.009869502333511195,0.00530050889271773,0.014317186693907387,10000
trailing,equal,first_half,goals,-0.00033765453619676115,-0.003336642702930598,0.0025373799131513278,10000
trailing,equal,first_half,xg,0.00019638032387640547,-0.0006742498244864062,0.001012403432473179,10000
trailing,equal,second_half,shots,0.01529620298408556,0.010882287673806288,0.019529812734202418,10000
trailing,equal,second_half,goals,0.0016099029815645608,-0.001235440246905448,0.004415827079989699,10000
trailing,equal,second_half,xg,0.001546732283150416,0.0006389359562653408,0.0024345696455969784,10000
trailing,inferior,extra_time,shots,0.0002859361553479201,-0.0003532181768395004,0.0009189968102180755,10000
trailing,inferior,extra_time,goals,-0.00014022398353280704,-0.0005328036006069094,0.00018813294181308852,10000
trailing,inferior,extra_time,xg,5.045063796502711e-05,-5.004008233318381e-05,0.00014781975207811538,10000
trailing,inferior,first_half,shots,0.00030754540453496894,-0.0003189093318621049,0.0009253521449799724,10000
trailing,inferior,first_half,goals,5.2561825148032035e-05,-0.0003138029929840275,0.00041314592352092284,10000
trailing,inferior,first_half,xg,4.734457368099054e-05,-7.138232311963519e-05,0.0001604535189688566,10000
trailing,inferior,second_half,shots,0.0011345587267545373,-6.598417220590889e-05,0.002407515842395834,10000
trailing,inferior,second_half,goals,0.00025857659157019946,-0.0005102786844069425,0.0010576456151899871,10000
trailing,inferior,second_half,xg,0.00019754641932900023,-1.4637284115073968e-06,0.00039437401398832695,10000
trailing,superior,extra_time,shots,-0.00010304302551593578,-0.0008664869306282813,0.0006861011297998526,10000
trailing,superior,extra_time,goals,-0.00015689551676393782,-0.0006676204840481156,0.00033080003293490124,10000
trailing,superior,extra_time,xg,1.2797389775869166e-05,-0.00013131473102942495,0.0001573919992814834,10000
trailing,superior,first_half,shots,0.00019206422678083712,-0.0005237596450838758,0.0009210115870492457,10000
trailing,superior,first_half,goals,-0.00011652810639652745,-0.00048121601096272137,0.00027560821780558617,10000
trailing,superior,first_half,xg,-6.4781684825217925e-06,-0.0001487133212961593,0.00013408858783217696,10000
trailing,superior,second_half,shots,0.000891972964010869,-0.0006331835865825523,0.002305836670838768,10000
trailing,superior,second_half,goals,0.00046475350936996183,-0.00041175181435418025,0.001353883103283904,10000
trailing,superior,second_half,xg,0.0001725927403260338,-0.0001333841064623362,0.00048001567569338783,10000
