player_id,name,role,minutes,overall,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,uncertainty,synthetic,provisional
synthetic_gk_1,Synthetic Gk 1,GK,3627.5,0.7943284624080202,0.38040873887387433,0.3113052749328723,0.3149504782711393,0.3215983069298614,0.2104582767749949,0.16646486980669667,0.7896071975177199,0.9996646498695336,0.025,True,False
synthetic_rcb_1,Synthetic Rcb 1,CB1,3224.5,0.6801039323962444,0.678079064874692,0.38383572597111476,0.3814523744032476,0.46047951722002245,0.6665567688564544,0.672962729837154,0.7279577980609837,0.5952444883492329,0.025,True,False
synthetic_lcb_1,Synthetic Lcb 1,CB2,3224.5,0.6801039323962444,0.678079064874692,0.38383572597111476,0.3814523744032476,0.46047951722002245,0.6665567688564544,0.672962729837154,0.7279577980609837,0.5952444883492329,0.025,True,False
synthetic_rb_1,Synthetic Rb 1,FB1,3112.0,0.6472592127945695,0.6241688527736311,0.6585934194600902,0.6848586135439809,0.498740465714118,0.6397240794355141,0.6198797605815545,0.5139424707644829,0.4874723453597138,0.025,True,False
synthetic_lb_1,Synthetic Lb 1,FB2,3112.0,0.6472592127945695,0.6241688527736311,0.6585934194600902,0.6848586135439809,0.498740465714118,0.6397240794355141,0.6198797605815545,0.5139424707644829,0.4874723453597138,0.025,True,False
synthetic_dm_1,Synthetic Dm 1,DM,3027.5,0.6632932124902085,0.6599967048636627,0.5284543797965338,0.4833093474305602,0.45661782682460417,0.7156786894252558,0.6954864884052973,0.6455807724035317,0.5905544850288305,0.025,True,False
synthetic_cm_1,Synthetic Cm 1,CM,3264.0,0.6484433575806121,0.714345584050817,0.6275312127934531,0.6882909656834353,0.5131307145382396,0.5998098396589775,0.5853457942928786,0.6434550636890406,0.5988829194888179,0.025,True,False
synthetic_am_1,Synthetic Am 1,AM,3180.0,0.7346637266317665,0.6624972940528655,0.7771938829043801,0.8474977343694106,0.7235728037646094,0.42945019816673097,0.5023895746408664,0.5129701042863254,0.4774319359392487,0.025,True,False
synthetic_rw_1,Synthetic Rw 1,W1,3022.0,0.753187490634605,0.5528517691654318,0.8504739328848807,0.8262565999239322,0.770442737354506,0.36680522024601225,0.644064062563546,0.5185417278540245,0.4568288341148194,0.025,True,False
synthetic_lw_1,Synthetic Lw 1,W2,3022.0,0.753187490634605,0.5528517691654318,0.8504739328848807,0.8262565999239322,0.770442737354506,0.36680522024601225,0.644064062563546,0.5185417278540245,0.4568288341148194,0.025,True,False
synthetic_st_1,Synthetic St 1,ST,2804.0,0.7114884525307763,0.34862001222555405,0.6437179989390232,0.6240704136553537,0.8793553193483832,0.3345774674419303,0.6597451412710551,0.4150188763333469,0.3051752590341606,0.025,True,False
