player_id,name,role,minutes,overall,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,uncertainty,synthetic,provisional
182718,J. Garcia,GK,4049.0,0.809032701645,0.38715257869784636,0.30682942175779726,0.313342855844,0.32159830693,0.22468308588870278,0.1825563568524365,0.8785775231826151,0.99966464987,0.073342388508,False,False
69,B. Mechele,CB1,5270.0,0.706542558814,0.7479174441339551,0.3642741764740689,0.391261309473,0.511218546782,0.6625729616878283,0.6331119746469899,0.8253682504289865,0.686240823671,0.064287069652,False,False
624,N. Otamendi,CB2,4243.0,0.709093247419,0.6987511164674736,0.3854929782672515,0.358657262942,0.441457957889,0.6421153999811392,0.7470740271681999,0.7835070650513187,0.647779155002,0.071646078048,False,False
271539,J. Hadjam,FB1,1934.0,0.745774488491,0.5789524957654931,0.839662950472598,0.638726440534,0.464429916399,0.757584821735575,0.8915570931635788,0.5243125432198866,0.370123749697,0.106120845828,False,False
263482,N. Mendes,FB2,3391.0,0.710788984976,0.7386796472327869,0.7880643187871794,0.697899973667,0.614534990991,0.5793846449229427,0.7434430147910773,0.6167709526250731,0.610527953554,0.080142898032,False,False
44,Rodri,DM,2811.0,0.685730134465,0.9037293259731144,0.5533416398549214,0.560128994571,0.423465869288,0.6127491258369707,0.7250179861640441,0.6940095426661017,0.664996638729,0.088023476058,False,False
19617,M. Olise,CM,4569.0,0.8105452428,0.7091099237035499,0.8946114853210361,0.903297676109,0.836150280754,0.376080075472131,0.7045064431792274,0.5302966092998247,0.504388589036,0.069042794118,False,False
6005,J. Quintero,AM,1988.0,0.783442377846,0.7959574867492668,0.796511626587484,0.931932724919,0.711365784568,0.25485450503195317,0.23153758094469493,0.5174268913659121,0.462375481918,0.10466964415,False,False
154,L. Messi,W1,3834.0,0.833196219297,0.6182088787096945,0.9067075438878913,0.948684794446,0.972931633959,0.3113123520480016,0.5905131930704841,0.4796213300566958,0.406057244052,0.075370758081,False,False
909,M. Rashford,W2,2820.0,0.684815818553,0.5398578916917225,0.7438939581261984,0.794667541284,0.843280286965,0.2817439124477594,0.3542600154697312,0.4162869372315785,0.480490289119,0.087882900813,False,False
153,O. Dembele,ST,2764.0,0.741728429261,0.6628569603177686,0.7739761411254704,0.889080497704,0.927254798658,0.2629343307329015,0.25961227562970435,0.5545521791605952,0.448799615434,0.088768711975,False,False
