team,score_state,numerical_state,phase,simulations,possessions,shots,goals,xg,shots_per_possession,goals_per_possession,xg_per_possession
Real Best XI,leading,equal,extra_time,617,5650.0,972.0,159.0,160.52366116060116,0.17203539823008848,0.028141592920353984,0.028411267462053302
Real Best XI,leading,equal,first_half,4226,59631.0,10724.0,1911.0,1898.7752296569101,0.1798393453069712,0.032047089601046436,0.0318420826358255
Real Best XI,leading,equal,second_half,4954,95469.0,16646.0,2766.0,2818.24675727237,0.17436026354104472,0.02897275555415894,0.02952001966368528
Real Best XI,leading,inferior,extra_time,65,482.0,90.0,15.0,13.502093794629161,0.18672199170124482,0.03112033195020747,0.028012642727446392
Real Best XI,leading,inferior,first_half,82,690.0,111.0,15.0,17.90020100151253,0.1608695652173913,0.021739130434782608,0.025942320292047148
Real Best XI,leading,inferior,second_half,263,3238.0,464.0,63.0,73.7369091777191,0.1432983323038913,0.01945645460160593,0.022772362315540178
Real Best XI,leading,superior,extra_time,79,717.0,155.0,28.0,26.148511680772664,0.21617852161785217,0.03905160390516039,0.03646933288810692
Real Best XI,leading,superior,first_half,107,971.0,192.0,24.0,35.84035333978921,0.19773429454170957,0.024716786817713696,0.036910765540462624
Real Best XI,leading,superior,second_half,385,6352.0,1200.0,212.0,213.5389063537282,0.1889168765743073,0.033375314861460954,0.03361758601286653
Real Best XI,tied,equal,extra_time,2227,26845.0,4367.0,682.0,693.6953732592696,0.16267461352207116,0.025405103371205065,0.02584076637210913
Real Best XI,tied,equal,first_half,9852,153830.0,26980.0,4646.0,4800.911183166407,0.1753884157836573,0.030202171227978938,0.031209199656545582
Real Best XI,tied,equal,second_half,5270,74630.0,12805.0,2050.0,2155.445815422802,0.17157979364866677,0.027468846308455044,0.028881760892708053
Real Best XI,tied,inferior,extra_time,212,1953.0,300.0,52.0,47.03797170344287,0.15360983102918588,0.026625704045058884,0.02408498295107162
Real Best XI,tied,inferior,first_half,114,975.0,148.0,24.0,22.389576580441734,0.1517948717948718,0.024615384615384615,0.022963668287632546
Real Best XI,tied,inferior,second_half,269,2885.0,452.0,56.0,70.88786950115313,0.15667244367417676,0.019410745233968803,0.02457118526903055
Real Best XI,tied,superior,extra_time,200,2419.0,490.0,71.0,86.6665657042232,0.20256304257957833,0.029350971475816452,0.03582743518157222
Real Best XI,tied,superior,first_half,140,1263.0,273.0,52.0,52.55832408110175,0.2161520190023753,0.04117181314330958,0.041613874965242874
Real Best XI,tied,superior,second_half,309,3472.0,703.0,145.0,125.65310195624023,0.2024769585253456,0.04176267281105991,0.036190409549608366
Real Best XI,trailing,equal,extra_time,615,5730.0,1015.0,152.0,161.00958947829076,0.17713787085514834,0.026527050610820245,0.028099404795513223
Real Best XI,trailing,equal,first_half,3520,46021.0,8103.0,1456.0,1438.389863987351,0.176071793311749,0.031637730601247256,0.03125507624752506
Real Best XI,trailing,equal,second_half,4044,72673.0,12915.0,2081.0,2204.0472808464638,0.17771386897472238,0.028635118957522052,0.03032828259252355
Real Best XI,trailing,inferior,extra_time,85,656.0,90.0,16.0,11.877411322805612,0.13719512195121952,0.024390243902439025,0.018105809943301236
Real Best XI,trailing,inferior,first_half,69,630.0,93.0,14.0,14.640196541306775,0.14761904761904762,0.022222222222222223,0.02323840720842345
Real Best XI,trailing,inferior,second_half,295,4049.0,551.0,79.0,78.30851169983346,0.13608298345270436,0.019510990367992097,0.019340210348193002
Real Best XI,trailing,superior,extra_time,62,533.0,114.0,17.0,19.63297843787249,0.21388367729831145,0.03189493433395872,0.03683485635623357
Real Best XI,trailing,superior,first_half,68,639.0,111.0,21.0,20.764496284268613,0.17370892018779344,0.03286384976525822,0.03249529934940315
Real Best XI,trailing,superior,second_half,218,2970.0,671.0,104.0,124.59320110540187,0.22592592592592592,0.035016835016835016,0.041950572762761575
Synthetic XI,leading,equal,extra_time,603,5178.0,833.0,122.0,133.2133035882799,0.1608729239088451,0.023561220548474315,0.025726787097002685
Synthetic XI,leading,equal,first_half,3420,44427.0,7454.0,1128.0,1196.2246890691822,0.1677808539851892,0.02538996556148288,0.026925623811402576
Synthetic XI,leading,equal,second_half,3957,67570.0,11514.0,1881.0,1869.5403241010094,0.17040106556163978,0.027837797839277787,0.02766820074146825
Synthetic XI,leading,inferior,extra_time,58,445.0,71.0,16.0,12.12943029013979,0.15955056179775282,0.035955056179775284,0.02725714671941526
Synthetic XI,leading,inferior,first_half,64,479.0,65.0,7.0,8.60013037561181,0.13569937369519833,0.014613778705636743,0.017954343164116513
Synthetic XI,leading,inferior,second_half,207,2361.0,363.0,40.0,53.04124522672217,0.15374841168996187,0.0169419737399407,0.022465584594122054
Synthetic XI,leading,superior,extra_time,83,705.0,136.0,14.0,23.299461293509115,0.19290780141843972,0.019858156028368795,0.033048881267388815
Synthetic XI,leading,superior,first_half,71,675.0,134.0,28.0,23.117012239904756,0.1985185185185185,0.04148148148148148,0.03424742554059964
Synthetic XI,leading,superior,second_half,286,4389.0,832.0,140.0,142.77777609854428,0.18956482114376852,0.03189792663476874,0.03253082162190574
Synthetic XI,tied,equal,extra_time,2221,25830.0,4229.0,665.0,687.4079445550801,0.16372435152922957,0.025745257452574527,0.0266127736955122
Synthetic XI,tied,equal,first_half,9786,148191.0,24739.0,3809.0,3942.337552760251,0.16693996261581337,0.025703315316044834,0.026603083539217975
Synthetic XI,tied,equal,second_half,5226,71502.0,12042.0,1836.0,1930.291824535513,0.16841486951413948,0.025677603423680456,0.02699633331285157
Synthetic XI,tied,inferior,extra_time,203,1811.0,254.0,47.0,39.52602706765174,0.14025400331308668,0.025952512424075095,0.02182552571377788
Synthetic XI,tied,inferior,first_half,132,1109.0,175.0,26.0,26.686955640929607,0.15779981965734896,0.023444544634806132,0.024063981641956365
Synthetic XI,tied,inferior,second_half,298,2723.0,414.0,68.0,60.22274055556422,0.15203819316929856,0.024972456849063532,0.02211632043906141
Synthetic XI,tied,superior,extra_time,216,2233.0,422.0,77.0,72.8902437185628,0.1889834303627407,0.034482758620689655,0.03264229454481093
Synthetic XI,tied,superior,first_half,114,1054.0,197.0,31.0,33.94020095593194,0.1869070208728653,0.029411764705882353,0.032201329180201084
Synthetic XI,tied,superior,second_half,271,3106.0,570.0,103.0,98.45530125738786,0.18351577591757887,0.03316162266580811,0.03169842281306757
Synthetic XI,trailing,equal,extra_time,643,5574.0,940.0,146.0,151.63276133337533,0.1686401148188016,0.026193039110154286,0.02720358115058761
Synthetic XI,trailing,equal,first_half,4292,57064.0,9702.0,1491.0,1551.8347327968213,0.17001962708537782,0.02612855740922473,0.027194636422207017
Synthetic XI,trailing,equal,second_half,5037,93533.0,16307.0,2531.0,2671.440350010682,0.17434488362396158,0.0270599681395871,0.02856147402532456
Synthetic XI,trailing,inferior,extra_time,84,604.0,85.0,13.0,12.106294638663572,0.14072847682119205,0.02152317880794702,0.0200435341699728
Synthetic XI,trailing,inferior,first_half,105,848.0,111.0,16.0,17.661312834016094,0.13089622641509435,0.018867924528301886,0.020827019851434075
Synthetic XI,trailing,inferior,second_half,385,5291.0,765.0,128.0,114.744361323497,0.1445851445851446,0.02419202419202419,0.02168670597684691
Synthetic XI,trailing,superior,extra_time,66,508.0,120.0,21.0,21.34099886008894,0.23622047244094488,0.04133858267716536,0.04200984027576563
Synthetic XI,trailing,superior,first_half,84,847.0,151.0,15.0,24.968066123183107,0.1782762691853601,0.01770956316410862,0.029478236272943454
Synthetic XI,trailing,superior,second_half,267,3680.0,814.0,141.0,146.2983297258981,0.22119565217391304,0.03831521739130435,0.03975498090377666
