fixture_id,status,target_players,player_rows,lineup_rows,updated_at_utc,error
1415643,retryable_error,0,0,0,2026-07-19T21:34:11.158213+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1544966,retryable_error,0,0,0,2026-07-19T21:34:11.158213+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1544969,retryable_error,0,0,0,2026-07-19T21:34:11.158213+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1446929,retryable_error,0,0,0,2026-07-19T21:34:11.158213+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1446924,retryable_error,0,0,0,2026-07-19T21:34:11.158213+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1393775,retryable_error,0,0,0,2026-07-19T21:34:11.158213+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1446922,retryable_error,0,0,0,2026-07-19T21:34:11.158213+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1446917,retryable_error,0,0,0,2026-07-19T21:34:11.158213+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1446911,retryable_error,0,0,0,2026-07-19T21:34:11.158213+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1415609,retryable_error,0,0,0,2026-07-19T21:34:11.158213+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1415598,retryable_error,0,0,0,2026-07-19T21:34:11.158213+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1415919,retryable_error,0,0,0,2026-07-19T21:34:11.158213+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
