fixture_id,status,target_players,player_rows,lineup_rows,updated_at_utc,error
1506927,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1502144,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1502135,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1482497,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1482490,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1482487,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1482483,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1340886,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1340875,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1340871,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1340838,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1506994,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1340821,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1340817,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1340803,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1506985,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1506955,retryable_error,0,0,0,2026-07-19T22:39:44.828399+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
