fixture_id,status,target_players,player_rows,lineup_rows,updated_at_utc,error
1504705,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1504695,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1504683,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1504674,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1501309,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324322,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324312,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324302,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324299,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324289,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324273,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324267,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324252,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324242,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324227,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324216,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324202,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324182,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324174,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324162,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324153,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1324142,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1537108,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1389406,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1537098,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1389405,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
1537094,retryable_error,0,0,0,2026-07-19T19:43:32.953869+00:00,"API-Football bundle error: {'requests': 'You have reached the request limit for the day, Go to https://dashboard.api-football.com to upgrade your plan.'}"
