player_id,player_name,world_cup_team,squad_position,resolved_role,role_stability,role_observations,role_distribution,reported_minutes,orientation_mapping,fixture_endpoint_coverage,coverage_pass_80pct,stable_role_60pct,scientific_role_eligible,minutes_num,overall,uncertainty,conservative_score,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,profile_scored,lower_95,upper_95,role_rank_conservative,top30_lower_threshold,best_lower_threshold,plausible_top30,plausible_real_xi,guardrail_top35,insufficient_evidence_guardrail,in_selection_frontier,frontier_reason,cov_annual_current,pass_annual_current,miss_annual_current,known_minute_cov_annual_current,missing_startXI_annual_current,exact_minutes_annual_current,cov_pre_world_cup,pass_pre_world_cup,miss_pre_world_cup,known_minute_cov_pre_world_cup,missing_startXI_pre_world_cup,exact_minutes_pre_world_cup,covered,lo90,hi90,stable,rank,urank,needed,reason
5,M. Akanji,Switzerland,Defender,RB,0.8333333333333334,48,RB:40 | LCB:7 | RCB:1,4981.0,low_is_left,1.0,True,True,True,4307.0,0.4757336291919406,0.0711117721765831,0.4046218570153574,0.7370513435875581,0.3499821607378942,0.3605028155493037,0.4264799415807414,0.5674542347169119,0.3952781707355319,0.7762260177381992,0.6855767688065839,True,0.3363545557258376,0.6151127026580436,123.0,0.4116887865378286,0.5370524709848076,True,True,False,False,True,plausible_real_xi,1.0,True,0,1.0,0,4307.0,1.0,True,0,1.0,0,3954.0,True,0.35876517280834114,0.5927020855755402,True,121.0,209.0,False,outside_decision_frontier
9,A. Hakimi,Morocco,Defender,RB,1.0,45,RB:45,4466.0,low_is_left,1.0,True,True,True,3641.0,0.6160685328220997,0.0773425698550447,0.538725962967055,0.7851868644612887,0.6196834571945482,0.7441509964121862,0.5277474272541326,0.4840351989902156,0.4342043290896666,0.4876460779345988,0.6176189432486164,True,0.464477095906212,0.7676599697379874,7.0,0.4116887865378286,0.5370524709848076,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,3641.0,1.0,True,0,1.0,0,3664.0,True,0.4888513262782819,0.7432857393659176,True,7.0,29.0,False,outside_decision_frontier
17,C. Pulisic,USA,Midfielder,RW,0.5217391304347826,23,RW:12 | ST:9 | LW:2,2607.0,low_is_left,1.0,False,False,False,2030.0,0.7139799778200698,0.1035811953947668,0.610398782425303,0.5266606514080724,0.779521256818197,0.756585299586151,0.8222070845418149,0.30566943220246,0.4892266104006076,0.5307960185050413,0.5363877883440332,True,0.5109608348463268,0.9169991207938128,25.0,0.5132377794857867,0.6849921111720132,True,True,True,True,True,insufficient_evidence_guardrail,1.0,True,0,1.0,0,2030.0,1.0,True,0,1.0,0,1806.0,True,0.5436040728910185,0.8843558827491211,False,25.0,17.0,False,outside_decision_frontier
20,A. Witsel,Belgium,Midfielder,AM,0.5333333333333333,30,AM:16 | CM:13 | DM:1,2678.0,low_is_left,1.0,True,False,False,2564.0,0.5554640929787207,0.092165827623861,0.4632982653548596,0.6167619363997983,0.4387967796352123,0.4381689813331883,0.4099831310958377,0.5258994279473252,0.5149655261281323,0.7314381298060181,0.6614378500065339,True,0.3748190708359531,0.7361091151214882,81.0,0.4573550598962117,0.5936339452033933,True,True,False,True,True,insufficient_evidence_guardrail,1.0,True,0,1.0,0,2564.0,1.0,True,0,1.0,0,2533.0,True,0.4038647971306287,0.7070633888268126,False,81.0,87.0,False,outside_decision_frontier
30,S. Arias,Colombia,Defender,RB,1.0,29,RB:29,4115.0,low_is_left,1.0,False,True,False,2709.0,0.5139445312534551,0.0896653060533144,0.4242792252001406,0.5616635850529025,0.4301463259716115,0.4870616864926281,0.3699468305531694,0.6342768160813632,0.4656579397522035,0.3708593138594995,0.509638253806976,True,0.3382005313889586,0.6896885311179515,99.0,0.4116887865378286,0.5370524709848076,True,True,False,False,True,plausible_real_xi,1.0,True,0,1.0,0,2709.0,1.0,True,0,1.0,0,2736.0,True,0.3664582273799471,0.6614308351269631,True,97.0,102.0,False,outside_decision_frontier
31,J. M. Gimenez,Uruguay,Defender,RCB,0.75,16,RCB:12 | LCB:4,2569.0,low_is_left,1.0,False,True,False,1537.0,0.5218035858110083,0.1190397494068342,0.402763836404174,0.6611209203164454,0.3525818011629295,0.3392444229095488,0.4221492785564542,0.6874487638340343,0.6555442261515816,0.7664785351262654,0.6434735681514551,True,0.2884856769736131,0.7551214946484035,23.0,0.2884856769736131,0.5807958869886298,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,1537.0,1.0,True,0,1.0,0,1537.0,True,0.3260006222477827,0.7176065493742338,True,22.0,10.0,False,outside_decision_frontier
33,L. Hernandez,France,Defender,LB,0.8095238095238095,21,LB:17 | RB:3 | LCB:1,2291.0,low_is_left,1.0,True,True,True,2084.0,0.5232649154267622,0.1022304047834503,0.4210345106433119,0.8288278713465109,0.405372929859814,0.4795430604817714,0.3917050499733689,0.5302264104090791,0.4114565503351862,0.4932009014330648,0.6763272619459437,True,0.3228933220511996,0.7236365088023249,28.0,0.316122165425593,0.5528913134304534,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,2084.0,1.0,True,0,1.0,0,2182.0,True,0.3551108633339869,0.6914189675195376,True,27.0,20.0,False,outside_decision_frontier
44,Rodri,Spain,Midfielder,DM,0.8235294117647058,34,DM:28 | CM:6,3076.0,low_is_left,1.0,True,True,True,2811.0,0.6858024647084769,0.0880234760575071,0.5977789886509698,0.9040743598891566,0.5520045096844418,0.5594714783637132,0.4208728304681249,0.6114796923978133,0.7268471005734702,0.6957761065976927,0.6622667048661233,True,0.513276451635763,0.8583284777811909,2.0,0.1010747767397886,0.5957839179206379,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,2811.0,1.0,True,0,1.0,0,2356.0,True,0.5410167308584103,0.8305881985585436,True,2.0,2.0,False,outside_decision_frontier
49,T. Partey,Ghana,Midfielder,CM,0.6666666666666666,15,CM:10 | DM:3 | AM:2,2722.0,low_is_left,1.0,False,True,False,1602.0,0.5708389512939522,0.1165997668006996,0.4542391844932526,0.5931328386140473,0.4964596234021344,0.4756668501594315,0.379421256281868,0.6528867085428501,0.4566269401390327,0.6978847403456521,0.5338547258230621,True,0.342303408364581,0.7993744942233234,83.0,0.4690746672053949,0.6749395504392031,True,True,False,False,True,plausible_real_xi,1.0,True,0,1.0,0,1602.0,1.0,True,0,1.0,0,1332.0,True,0.37904940197012565,0.7626285006177789,True,83.0,44.0,False,outside_decision_frontier
69,B. Mechele,Belgium,Defender,RCB,0.6271186440677966,59,RCB:37 | LCB:11 | RB:11,5448.0,low_is_left,1.0,True,True,True,5270.0,0.706798543507115,0.0642870696522883,0.6425114738548267,0.7475991890500389,0.3644474572464088,0.3903213707688861,0.5095951558890403,0.6615339160057943,0.633662501583851,0.8280245211911581,0.6835402227102311,True,0.5807958869886298,0.8328012000256002,1.0,0.2884856769736131,0.5807958869886298,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,5270.0,1.0,True,0,1.0,0,4700.0,True,0.6010557238234667,0.8125413631907633,True,1.0,2.0,False,outside_decision_frontier
74,S. Amrabat,Morocco,Midfielder,DM,0.5555555555555556,27,DM:15 | CM:9 | AM:3,2721.0,low_is_left,1.0,True,False,False,2369.0,0.5268988370487862,0.0958840583112958,0.4310147787374903,0.6929082722230991,0.444543538859442,0.4190438007319232,0.433806473137893,0.5276522005674364,0.4331154278558357,0.546377829866798,0.6459102798430838,True,0.3389660827586462,0.714831591338926,15.0,0.1010747767397886,0.5957839179206379,True,True,True,True,True,insufficient_evidence_guardrail,1.0,True,0,1.0,0,2369.0,1.0,True,0,1.0,0,2224.0,True,0.3691835959686248,0.6846140781289475,False,15.0,16.0,False,outside_decision_frontier
78,H. Vanaken,Belgium,Midfielder,AM,0.9454545454545454,55,AM:52 | DM:3,5007.0,low_is_left,1.0,True,True,True,4957.0,0.6598756645756473,0.066285643728143,0.5935900208475042,0.7566419795795394,0.5954715830285208,0.7112642828236271,0.6109224510252176,0.4362161808372126,0.4627715085191468,0.6313603994760657,0.6013669123574483,True,0.529955802868487,0.7897955262828076,13.0,0.4573550598962117,0.5936339452033933,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,4957.0,1.0,True,0,1.0,0,4633.0,True,0.5508454830745981,0.7689058460766964,True,13.0,46.0,False,outside_decision_frontier
81,K. Diatta,Senegal,Defender,RB,1.0,22,RB:22,2517.0,low_is_left,1.0,True,True,True,2180.0,0.6152903983357552,0.0999541179145381,0.515336280421217,0.5709084105543538,0.5659143404803543,0.6002926563357354,0.3416922532156238,0.6694813453518569,0.7052306784545098,0.6343447134229064,0.4651605379299939,True,0.4193803272232604,0.8112004694482499,18.0,0.4116887865378286,0.5370524709848076,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,2180.0,1.0,True,0,1.0,0,1790.0,True,0.4508805049552921,0.7797002917162182,True,18.0,13.0,False,outside_decision_frontier
130,N. Semedo,Portugal,Defender,RB,0.9714285714285714,35,RB:34 | LB:1,3235.0,low_is_left,1.0,True,True,True,3145.0,0.5599603179439809,0.0832182565270137,0.4767420614169672,0.5343279731671648,0.5925223669398402,0.4927626588520912,0.3747688410069364,0.6050339918023239,0.5433590231489168,0.5212751869049758,0.527150528659589,True,0.3968525351510339,0.723068100736928,47.0,0.4116887865378286,0.5370524709848076,True,True,False,False,True,plausible_real_xi,1.0,True,0,1.0,0,3145.0,1.0,True,0,1.0,0,3021.0,True,0.4230784668669444,0.6968421690210175,True,47.0,67.0,False,outside_decision_frontier
153,O. Dembele,France,Midfielder,ST,0.6666666666666666,30,ST:20 | RW:10,3192.0,low_is_left,1.0,True,True,True,2764.0,0.7408572903685084,0.0887687119753338,0.6520885783931747,0.6620275528175469,0.771601002305013,0.8891569663192557,0.9287741596996664,0.2609635308633179,0.2551629621569273,0.5545501918133422,0.4464210526499662,True,0.5668706148968542,0.9148439658401628,3.0,0.2792401392268431,0.6160898225863196,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,2764.0,1.0,True,0,1.0,0,2409.0,True,0.5948457525160701,0.8868688282209468,True,3.0,3.0,False,outside_decision_frontier
