player_id,player_name,world_cup_team,squad_position,resolved_role,role_stability,role_observations,role_distribution,reported_minutes,orientation_mapping,fixture_endpoint_coverage,coverage_pass_80pct,stable_role_60pct,scientific_role_eligible,minutes_num,overall,uncertainty,conservative_score,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,profile_scored,lower_95,upper_95,role_rank_conservative,top30_lower_threshold,best_lower_threshold,plausible_top30,plausible_real_xi,guardrail_top35,insufficient_evidence_guardrail,in_selection_frontier,frontier_reason,cov_annual_current,pass_annual_current,miss_annual_current,known_minute_cov_annual_current,missing_startXI_annual_current,exact_minutes_annual_current,cov_pre_world_cup,pass_pre_world_cup,miss_pre_world_cup,known_minute_cov_pre_world_cup,missing_startXI_pre_world_cup,exact_minutes_pre_world_cup,covered,lo90,hi90,stable,rank,urank,needed,reason
1324,I. Sunjic,Bosnia & Herzegovina,Midfielder,AM,0.8222222222222222,45,AM:37 | CM:6 | RCB:1 | RB:1,2938.0,low_is_left,1.0,False,True,False,2112.0,0.4652090395968656,0.1015504800579494,0.3636585595389161,0.4755730599174356,0.3775973350959526,0.3964929573252549,0.4582673668569786,0.4638799271932747,0.2626558267808372,0.6878213997557787,0.4785092137781856,True,0.2661700986832846,0.6642479805104466,138.0,0.4573550598962117,0.5936339452033933,True,True,False,False,True,plausible_real_xi,1.0,False,0,0.5398773006134969,20,2112.0,1.0,False,0,0.5153473344103393,20,1914.0,False,0.2981733641548844,0.6322447150388468,True,134.0,130.0,True,upper90_can_enter_real_xi
2514,Kaku,Paraguay,Attacker,RW,1.0,13,RW:13,1595.0,low_is_left,1.0,False,True,False,1195.0,0.5128236859937869,0.1350034867053223,0.3778201992884645,0.5768372115508209,0.5834212834278723,0.8201897365129965,0.4609369018290715,0.397474101305634,0.2200951671041125,0.1940738281916106,0.3884311237364464,True,0.2482168520513551,0.7774305199362187,228.0,0.5132377794857867,0.6849921111720132,True,True,False,False,True,plausible_real_xi,1.0,False,0,0.6240208877284595,8,1195.0,0.96875,False,1,0.6433878157503715,8,1299.0,False,0.2907627112354427,0.7348846607521311,True,222.0,172.0,True,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,Midfielder,CM,0.9166666666666666,12,CM:11 | DM:1,1842.0,low_is_left,0.6896551724137931,False,True,False,959.0,0.4546535808900829,0.1507022145015892,0.3039513663884937,0.3817695969592502,0.5208262415740149,0.5316837320835659,0.6202720295364776,0.5124031102955461,0.5536963488762466,0.3314544175347705,0.3070014567715525,True,0.1592772404669681,0.7500299213131977,110.0,0.4690746672053949,0.6749395504392031,True,True,False,False,True,plausible_real_xi,0.6896551724137931,False,9,0.6035242290748899,7,959.0,0.6538461538461539,False,9,0.5428156748911466,7,748.0,False,0.20677049677752518,0.7025366650026406,True,109.0,76.0,True,upper90_can_enter_real_xi
2860,K. Sema,Sweden,Midfielder,AM,0.7142857142857143,14,AM:10 | LB:2 | DM:2,1257.0,low_is_left,1.0,False,True,False,924.0,0.5673378631973571,0.1535298947157476,0.4138079684816094,0.4082403556736962,0.7617413195139062,0.6109087784818743,0.3811830482778951,0.4675007782650011,0.7191757574821064,0.5126150068366804,0.4240159647034334,True,0.2664192695544917,0.8682564568402226,116.0,0.4573550598962117,0.5936339452033933,True,True,False,False,True,plausible_real_xi,1.0,False,0,0.6311475409836066,6,924.0,1.0,False,0,0.6273291925465838,6,909.0,False,0.314803659028682,0.8198720673660322,True,115.0,21.0,True,upper90_can_enter_real_xi
2975,C. Blackman,Panama,Midfielder,RB,0.9333333333333332,30,RB:28 | LB:2,2655.0,low_is_left,1.0,False,True,False,2377.0,0.600310682161219,0.0957225692563669,0.5045881129048521,0.5512094963723384,0.6896584877193507,0.5566554076532118,0.4774205338233324,0.5089787424418094,0.6843949967000263,0.5963474720187288,0.5259178785586092,True,0.4126944464187397,0.7879269179036982,26.0,0.4116887865378286,0.5370524709848076,True,True,True,False,True,plausible_real_xi,1.0,False,0,0.705969705969706,11,2377.0,1.0,False,0,0.6980786825251601,11,2289.0,False,0.44286106693877036,0.7577602973836676,True,26.0,20.0,True,upper90_can_enter_real_xi
8450,A. Seck,Senegal,Defender,RB,0.8,15,RB:12 | RCB:3,2094.0,low_is_left,0.9215686274509804,False,True,False,1685.0,0.4659926905859064,0.1136917588206765,0.3523009317652299,0.5768347019118096,0.3700738662893298,0.3635365789690291,0.5166646454961245,0.5344842752918331,0.5394188350152843,0.6658515436907011,0.5744345750724709,True,0.2431568432973805,0.6888285378744323,190.0,0.4116887865378286,0.5370524709848076,True,True,False,False,True,plausible_real_xi,0.9215686274509804,False,4,0.6753507014028056,9,1685.0,0.9148936170212766,False,4,0.6676241280262618,9,1627.0,False,0.27898638873522463,0.6529989924365882,True,188.0,117.0,True,upper90_can_enter_real_xi
16805,R. Rabia,Egypt,Defender,RB,0.75,12,RB:9 | LCB:2 | RCB:1,1730.0,low_is_left,1.0,False,True,False,1649.0,0.44183207547159,0.1149260842951899,0.3269059911764,0.5564664152929062,0.325108158343646,0.3175319120055494,0.561713477076543,0.5791495611948442,0.4719227768484387,0.515048182586499,0.6395545807089938,True,0.2165769502530177,0.6670872006901624,220.0,0.4116887865378286,0.5370524709848076,True,True,False,False,True,plausible_real_xi,1.0,False,0,0.6960742929506121,8,1649.0,1.0,False,0,0.6401799100449775,8,1281.0,False,0.2527954888873163,0.6308686620558637,True,217.0,155.0,True,upper90_can_enter_real_xi
16813,H. Fathy,Egypt,Defender,RB,0.5833333333333334,12,RB:7 | LCB:4 | RCB:1,1853.0,low_is_left,1.0,False,False,False,1593.0,0.657075137133066,0.1169286807596014,0.5401464563734645,0.606880705618947,0.4875920564494161,0.4558163707635342,0.4258168977375708,0.6826626285963496,0.7424133388419708,0.5633968987480473,0.5503666883690416,True,0.4278949228442471,0.8862553514218848,6.0,0.4116887865378286,0.5370524709848076,True,True,True,True,True,insufficient_evidence_guardrail,1.0,False,0,0.7468354430379747,6,1593.0,1.0,False,0,0.7145877378435518,6,1352.0,False,0.4647445724909848,0.8494057017751472,False,6.0,4.0,True,high_ability_role_stabilization
19614,S. Ezatolahi,Iran,Midfielder,AM,0.8571428571428571,21,AM:18 | CM:3,2565.0,low_is_left,1.0,False,True,False,1790.0,0.5250865937978745,0.1103068346267044,0.41477975917117,0.5425019082946744,0.4703044851072975,0.4980642367210976,0.6014636440821933,0.5142281680420024,0.5550647886651547,0.5744838442418,0.4863765770903478,True,0.3088851979295337,0.7412879896662152,115.0,0.4573550598962117,0.5936339452033933,True,True,False,False,True,plausible_real_xi,1.0,False,0,0.6438848920863309,11,1790.0,1.0,False,0,0.6063618290258449,11,1525.0,False,0.3436479967846035,0.7065251908111454,True,114.0,89.0,True,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,Midfielder,AM,0.6363636363636364,22,AM:14 | CM:4 | DM:4,3357.0,low_is_left,0.3902439024390244,False,True,False,1912.0,0.5066216499586718,0.1067296275132698,0.3998920224454019,0.5137440528283271,0.4259949809730045,0.4385282707493806,0.4636429034299558,0.5894429582325313,0.3591474174505165,0.6502028786760221,0.500873986692962,True,0.2974315800326628,0.7158117198846807,126.0,0.4573550598962117,0.5936339452033933,True,True,False,False,True,plausible_real_xi,0.3902439024390244,False,50,1.0,0,1984.0,0.358974358974359,False,50,1.0,0,1651.0,False,0.33106703504029034,0.6821762648770532,True,125.0,111.0,True,upper90_can_enter_real_xi
