player_id,player_name,world_cup_team,squad_position,resolved_role,role_stability,role_observations,role_distribution,minutes_num,overall,uncertainty,conservative_score,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,profile_scored,identity_rows_before_deduplication,formation_primary_role,formation_primary_role_raw,formation_role_stability_minutes,formation_precise_minutes,formation_role_observations,formation_role_distribution,canonical_name,allowed_roles,preferred_role,public_position,source_type,source_url,checked_at_utc,evidence_note,high_impact_current_release,public_anchor_available,current_role_publicly_compatible,formation_role_publicly_compatible,audited_role,audited_role_source,audited_role_publicly_compatible,role_changed,public_conflict_current,public_conflict_formation,formation_evidence_stable,profile_scored_bool,audited_role_eligible,overall_audited,conservative_score_audited,audited_role_rank
19617,M. Olise,France,Midfielder,CM,1.0,52,CM:52,4569.0,0.8102143473077419,0.0690427941176097,0.7411715531901322,0.7091114828456158,0.8934296224709991,0.90274240338615,0.8368737855003541,0.3756585754153179,0.7048010000850327,0.5303449823639997,0.502077930342978,True,1,AM,AM,0.7605506657639359,4431.0,52.0,AM:3370m/40 | RW:971m/11 | CM:90m/1,Michael Olise,RW|AM,RW,forward or right winger,official_club,https://fcbayern.com/en/teams/first-team/michael-olise,2026-07-20,Bayern lists Olise as a forward who mostly plays on the right wing,True,True,False,True,AM,formation_and_public_agree,True,True,True,False,True,True,True,0.8102143473077418,0.7411715531901321,1
414149,R. Mofokeng,South Africa,Midfielder,AM,0.6538461538461539,26,AM:17 | CM:8 | RW:1,2398.0,0.7518178702671031,0.0953025120725547,0.6565153581945483,0.6519803308130374,0.8141590647396254,0.9288894763844202,0.7425362023322852,0.4508572051717412,0.4515819693499125,0.3647084546168367,0.39101940646222,True,1,AM,AM,0.8023152270703473,2246.0,26.0,AM:1802m/21 | DM:444m/5,,,,,,,,,True,False,True,True,AM,formation_only,True,False,False,False,True,True,True,0.7518178702671031,0.6565153581945484,2
203224,F. Wirtz,Germany,Attacker,ST,0.5,44,ST:22 | RW:15 | LW:7,3865.0,0.6709098769435672,0.0750678864818626,0.5958419904617045,0.6640465519980621,0.7806221663038463,0.8236986387705991,0.5984907562896833,0.4172010247484374,0.4221703640098289,0.5196453695236012,0.4789397785595963,True,1,AM,AM,0.7337733773377337,3636.0,44.0,AM:2668m/33 | DM:420m/5 | LW:290m/3 | ST:258m/3,,,,,,,,,False,False,True,True,AM,formation_only,True,True,False,False,True,True,True,0.7103087045570685,0.6352408180752059,3
147859,C. De Ketelaere,Belgium,Attacker,RW,1.0,41,RW:41,3389.0,0.6984314747459723,0.08016654249287,0.6182649322531023,0.5247127198740064,0.8043919936848212,0.8095308778988608,0.6400852392914379,0.3704214102454534,0.6574747120158192,0.4232141183901546,0.3232571176848926,True,1,AM,AM,0.7066269545793,2686.0,35.0,AM:1898m/23 | ST:788m/11 | DM:0m/1,,,,,,,,,True,False,True,True,AM,formation_only,True,True,False,False,True,True,True,0.6873660942349409,0.6071995517420709,4
301528,A. Schjelderup,Norway,Attacker,RW,0.5625,32,RW:18 | LW:14,2698.0,0.7060602367767358,0.0898479070693594,0.6162123297073763,0.4686432731527439,0.7880236893236569,0.7838896680025425,0.7364341829371506,0.4457846615562808,0.6381775437380427,0.418870840982517,0.364268600240722,True,1,AM,AM,0.7232968881412952,2378.0,32.0,AM:1720m/22 | CM:339m/5 | LW:151m/2 | DM:123m/2 | ST:45m/1,,,,,,,,,False,False,True,True,AM,formation_only,True,True,False,False,True,True,True,0.6842320092235137,0.5943841021541543,5
181812,J. Musiala,Germany,Attacker,ST,0.625,16,ST:10 | RW:5 | LW:1,1452.0,0.7529505796318369,0.1224744871391589,0.630476092492678,0.4950722443941682,0.849760210035457,0.7475085337833135,0.7445343647114461,0.4897537266366842,0.7853323597262285,0.5468265181980481,0.4969025635049378,True,1,AM,AM,0.9600709849157054,1127.0,16.0,AM:1082m/15 | ST:45m/1,Jamal Musiala,AM|CM,AM,midfielder,official_club,https://fcbayern.com/en/teams/first-team/jamal-musiala,2026-07-20,Bayern lists Musiala in midfield; ST is excluded,True,True,False,True,AM,formation_and_public_agree,True,True,True,False,True,True,True,0.7111486702771233,0.5886741831379644,6
1864,P. Neto,Portugal,Midfielder,AM,0.7916666666666666,48,AM:38 | CM:5 | RW:5,4123.0,0.6535586505189871,0.0726812303267784,0.5808774201922087,0.5113558680214169,0.7291782485738342,0.7230848176210308,0.6237213968372348,0.3013082830071618,0.3477221300615384,0.531822583984247,0.5816041181064512,True,2,AM,AM,0.7807876166628728,4393.0,54.0,AM:3430m/41 | ST:382m/5 | RW:281m/4 | LW:149m/2 | CM:90m/1 | DM:61m/1,,,,,,,,,True,False,True,True,AM,formation_only,True,False,False,False,True,True,True,0.6535586505189871,0.5808774201922087,7
25458,D. Lukebakio,Belgium,Midfielder,RW,0.9333333333333332,15,RW:14 | LW:1,1430.0,0.7073129743084959,0.1234130026811163,0.5838999716273796,0.4824897218954889,0.847977049815585,0.7889953978701402,0.5749071323283922,0.3463784626815359,0.6225505603171285,0.5624646571538746,0.4253792233438988,True,1,AM,AM,0.6375321336760925,1167.0,15.0,AM:744m/10 | RCB:180m/2 | ST:153m/2 | CM:90m/1,,,,,,,,,False,False,True,True,AM,formation_only,True,True,False,False,True,True,True,0.6959956969705517,0.5725826942894354,8
295977,T. Moremi,South Africa,Midfielder,AM,0.6,20,AM:12 | CM:8,1799.0,0.6730198132776142,0.1100305682929341,0.5629892449846801,0.4651414830910513,0.746993465271483,0.7879682027642213,0.7292391695822309,0.3749415010392855,0.4631002915680233,0.4120261328533472,0.4530703360545526,True,1,AM,AM,0.7006849315068493,1460.0,20.0,AM:1023m/14 | DM:353m/5 | CM:84m/1,,,,,,,,,True,False,True,True,AM,formation_only,True,False,False,False,True,True,True,0.6730198132776142,0.5629892449846801,9
142959,K. Akturkoglu,Türkiye,Attacker,RW,0.7894736842105263,38,RW:30 | LW:5 | ST:3,3242.0,0.649336713037562,0.0819638655883422,0.5673728474492198,0.3698634808846618,0.6859966083116055,0.7758012201980478,0.7974729307125467,0.3480179279797304,0.4128994162512069,0.3355102948195744,0.2550883312021376,True,2,AM,AM,0.7463106113843991,2846.0,39.0,AM:2124m/30 | ST:633m/8 | LW:89m/1,,,,,,,,,False,False,True,True,AM,formation_only,True,True,False,False,True,True,True,0.643176136608389,0.5612122710200468,10
