player_id,player_name,world_cup_team,squad_position,resolved_role,role_stability,role_observations,role_distribution,minutes_num,overall,uncertainty,conservative_score,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,profile_scored,identity_rows_before_deduplication,formation_primary_role,formation_primary_role_raw,formation_role_stability_minutes,formation_precise_minutes,formation_role_observations,formation_role_distribution,canonical_name,allowed_roles,preferred_role,public_position,source_type,source_url,checked_at_utc,evidence_note,high_impact_current_release,public_anchor_available,current_role_publicly_compatible,formation_role_publicly_compatible,audited_role,audited_role_source,audited_role_publicly_compatible,role_changed,public_conflict_current,public_conflict_formation,formation_evidence_stable,profile_scored_bool,audited_role_eligible,overall_audited,conservative_score_audited,audited_role_rank
19617,M. Olise,France,Midfielder,CM,1.0,52,CM:52,4569.0,0.8102143473077419,0.0690427941176097,0.7411715531901322,0.7091114828456158,0.8934296224709991,0.90274240338615,0.8368737855003541,0.3756585754153179,0.7048010000850327,0.5303449823639997,0.502077930342978,True,1,AM,AM,0.7605506657639359,4431.0,52.0,AM:3370m/40 | RW:971m/11 | CM:90m/1,Michael Olise,RW|AM,RW,forward or right winger,official_club,https://fcbayern.com/en/teams/first-team/michael-olise,2026-07-20,Bayern lists Olise as a forward who mostly plays on the right wing,True,True,False,True,AM,formation_and_public_agree,True,True,True,False,True,True,True,0.8102143473077418,0.7411715531901321,1
129718,J. Bellingham,England,Midfielder,CM,0.9069767441860463,43,CM:39 | RW:2 | AM:1 | DM:1,3335.0,0.6683896059962172,0.0808129607964196,0.5875766451997976,0.6088707701785495,0.7520291900145389,0.6543866218426447,0.7875740073528149,0.611675496306573,0.8520440992771415,0.6157830143284415,0.5907841067312104,True,1,CM,CM,0.3231197771587744,3231.0,40.0,CM:1044m/13 | AM:970m/11 | DM:771m/10 | LCB:144m/2 | LB:90m/1 | ST:90m/1 | CB:64m/1 | RCB:58m/1,Jude Bellingham,CM|AM,CM,midfielder,official_club,https://www.realmadrid.com/en-US/football/squad/jude-bellingham,2026-07-20,Real Madrid lists Bellingham as a midfielder,True,True,True,True,CM,formation_and_public_agree,True,False,False,False,False,True,True,0.6683896059962172,0.5875766451997976,1
214463,I. Yuksek,Türkiye,Midfielder,CM,0.6333333333333333,30,CM:19 | AM:7 | DM:4,2742.0,0.7326909935459869,0.0891241113336148,0.6435668822123721,0.6283337052868869,0.6275680525916363,0.5095438877673146,0.4725854738857691,0.8494374666504607,0.8901382133380141,0.6385757792490552,0.5143966451127413,True,1,DM,DM,0.8381294964028777,1946.0,27.0,DM:1631m/23 | AM:315m/4,,,,,,,,,True,False,True,True,DM,formation_only,True,True,False,False,True,True,True,0.7326909935459869,0.6435668822123721,1
182718,J. Garcia,Spain,Goalkeeper,GK,1.0,45,GK:45,4049.0,0.809506995311787,0.0733423885081944,0.7361646068035925,0.3866104573636014,0.3069486787875574,0.3134452587707816,0.3186822542325283,0.2241816371173277,0.1801299446561521,0.882462309405488,0.9996646498695336,True,1,GK,GK,1.0,4049.0,45.0,GK:4049m/45,,,,,,,,,True,False,True,True,GK,formation_only,True,False,False,False,True,True,True,0.809506995311787,0.7361646068035926,1
271539,J. Hadjam,Algeria,Defender,RB,0.875,24,RB:21 | LB:3,1934.0,0.745403673407056,0.1061208458284146,0.6392828275786413,0.5787173053855851,0.8382656681696371,0.6381303858146841,0.4622794161613225,0.7577022281052311,0.8925872265739877,0.5242425737653298,0.3686022657094377,True,1,LB,LB,0.5419354838709678,155.0,3.0,LB:84m/2 | LCB:71m/1,Jaouen Hadjam,LB,LB,left defender,official_club_news,https://www.bscyb.ch/news?nid=17359,2026-07-20,Young Boys reports Hadjam on the left side of defence,True,True,False,True,LB,formation_and_public_agree,True,True,True,False,False,True,True,0.745403673407056,0.6392828275786414,1
138908,E. Anderson,England,Midfielder,AM,0.4615384615384615,52,AM:24 | DM:15 | CM:13,4793.0,0.6882179930585227,0.0674101390864806,0.6208078539720421,0.7260322718550373,0.6946461609694613,0.6205503168883184,0.4510436848370074,0.7228872652831217,0.8599761400054224,0.5943448160068912,0.5375057064918193,True,1,LCB,LCB,0.7174407275089315,3079.0,35.0,LCB:2209m/25 | DM:713m/8 | CB:90m/1 | RCB:67m/1,,,,,,,,,False,False,True,True,LCB,formation_only,True,True,False,False,True,True,True,0.7321428955542721,0.6647327564677915,1
1422,J. Doku,Belgium,Midfielder,CM,0.9,40,CM:36 | LW:3 | ST:1,3271.0,0.7602722023267787,0.081599719459298,0.6786724828674807,0.5364074263492392,0.9651187785959998,0.8591729322590616,0.6288346280780234,0.409790908936892,0.9034043888163888,0.5495838613711092,0.4578917554337903,True,1,LW,LW,0.3740019163206643,3131.0,40.0,LW:1171m/15 | CM:773m/10 | AM:767m/9 | DM:300m/4 | ST:64m/1 | RW:56m/1,Jeremy Doku,RW|LW,RW,winger,official_club_news,https://www.mancity.com/news/mens/jeremy-doku-season-overview-63853436,2026-07-20,Manchester City describes Doku as a winger,True,True,False,True,LW,formation_and_public_agree,True,True,True,False,False,True,True,0.8011881056395112,0.7195883861802131,1
9,A. Hakimi,Morocco,Defender,RB,1.0,45,RB:45,3641.0,0.6166255062180419,0.0773425698550447,0.5392829363629972,0.7854154226682013,0.6202568645891138,0.7436578122773441,0.5275097644346476,0.4855071389875899,0.4350630804687288,0.4877911177253077,0.6176376636586756,True,2,RB,RB,0.5102589154860772,4094.0,46.0,RB:2089m/23 | RCB:2005m/23,Achraf Hakimi,RB,RB,right-back,official_club,https://www.psg.fr/en/players/achraf-hakimi,2026-07-20,PSG describes Hakimi as a right-back,True,True,True,True,RB,formation_and_public_agree,True,False,False,False,False,True,True,0.6166255062180419,0.5392829363629972,1
30776,C. Romero,Argentina,Defender,RCB,0.8421052631578947,38,RCB:32 | RB:4 | LCB:2,3294.0,0.5734513172832274,0.081314339805003,0.4921369774782244,0.6479725278088158,0.4128485758789084,0.4344362687784674,0.5435188067844113,0.7297470616385934,0.7319698506495108,0.8008776261446082,0.6371402625618443,True,2,RCB,RCB,0.6292609351432881,3315.0,38.0,RCB:2086m/24 | CB:1049m/12 | LCB:180m/2,,,,,,,,,True,False,True,True,RCB,formation_only,True,False,False,False,True,True,True,0.7265384743499747,0.6452241345449716,1
1460,B. Saka,England,Midfielder,RW,0.9487179487179488,39,RW:37 | ST:2,3522.0,0.7243643272539229,0.0786383263515946,0.6457260009023282,0.4480204375315807,0.8077726324186476,0.806317224733033,0.7432109943259242,0.4818863004567994,0.6950769817828163,0.4124403257019732,0.3433467596218838,True,1,RW,RW,0.9039639058975185,3103.0,39.0,RW:2805m/35 | ST:180m/2 | AM:118m/2,,,,,,,,,True,False,True,True,RW,formation_only,True,False,False,False,True,True,True,0.7243643272539229,0.6457260009023282,1
