player_id,name,role,minutes,overall,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,uncertainty,synthetic
SYN-GK-20,SYN-GK20,GK,3435.0,0.7565075367677687,0.3557699098585244,0.3074558364377139,0.31034344440136363,0.3227849110229198,0.20731813271593633,0.17316148036727277,0.5737441534486846,0.9996646498695336,0.025,True
SYN-CB1-20,SYN-CB120,CB1,3094.5,0.6683923631878402,0.6640013371552066,0.3679963354463962,0.3729197262388691,0.46024015142780444,0.6635394724733455,0.6562887461050357,0.7280523003094412,0.5963060413308162,0.025,True
SYN-CB2-20,SYN-CB220,CB2,3094.5,0.6683923631878402,0.6640013371552066,0.3679963354463962,0.3729197262388691,0.46024015142780444,0.6635394724733455,0.6562887461050357,0.7280523003094412,0.5963060413308162,0.025,True
SYN-FB1-20,SYN-FB120,FB1,2977.0,0.6446234052621463,0.694944767617315,0.6286929491119291,0.6612967458274135,0.47801088373706324,0.6394385425370245,0.5879018476176003,0.5745546064244434,0.5728329811448586,0.025,True
SYN-FB2-20,SYN-FB220,FB2,2977.0,0.6446234052621463,0.694944767617315,0.6286929491119291,0.6612967458274135,0.47801088373706324,0.6394385425370245,0.5879018476176003,0.5745546064244434,0.5728329811448586,0.025,True
SYN-DM-20,SYN-DM20,DM,2358.5,0.6626742492555991,0.6353128515049687,0.5518031149875362,0.5091162764752288,0.4741252248891924,0.7369892776188108,0.7212724672051916,0.6156116759586308,0.5739798611822751,0.025,True
SYN-CM-20,SYN-CM20,CM,2933.0,0.6088053492945087,0.6807806212837356,0.5863760891589653,0.6228916424938774,0.539086784849825,0.5760226234747179,0.5615999242566743,0.5796131406945192,0.5706850423571769,0.025,True
SYN-AM-20,SYN-AM20,AM,3117.5,0.7252794620842328,0.6491307881569159,0.784466394387946,0.8186277351788835,0.6887752045857999,0.43018582976185005,0.5614269443391527,0.5427245063043171,0.5175197786977341,0.025,True
SYN-W1-20,SYN-W120,W1,2686.0,0.7191572182223687,0.5065283759617711,0.8052693855553726,0.8029436582943505,0.7546706715203606,0.3990508578277513,0.5582334167711411,0.4863808636730233,0.4198733469992072,0.025,True
SYN-W2-20,SYN-W220,W2,2686.0,0.7191572182223687,0.5065283759617711,0.8052693855553726,0.8029436582943505,0.7546706715203606,0.3990508578277513,0.5582334167711411,0.4863808636730233,0.4198733469992072,0.025,True
SYN-ST-20,SYN-ST20,ST,1873.0,0.7269292061549356,0.40912411733816256,0.6825075560252686,0.6789228211855229,0.9083930478124925,0.3471950429128194,0.602475595172086,0.45886666056379966,0.3840301665208762,0.026210696556377946,True
