player_id,fixture_id,window,team_id,lineup_source,minutes,entry_minute,exit_minute,match_max_minutes,status_short,reconstruction_method,evidence_grade,complete_two_team_lineups,events_key_present,event_count,team_substitution_count,selection_resolution_reason,resolved_role,model_parameters_changed,thresholds_changed
1324,1383451,annual_current,3403,startXI,90.0,,,90.0,FT,starter_full_match_no_exit_in_team_substitution_feed,B,True,True,20,5,upper90_can_enter_real_xi,AM,False,False
1324,1383451,pre_world_cup,3403,startXI,90.0,,,90.0,FT,starter_full_match_no_exit_in_team_substitution_feed,B,True,True,20,5,upper90_can_enter_real_xi,AM,False,False
1324,1383454,annual_current,3403,startXI,90.0,,,90.0,FT,starter_full_match_no_exit_in_team_substitution_feed,B,True,True,16,5,upper90_can_enter_real_xi,AM,False,False
1324,1383454,pre_world_cup,3403,startXI,90.0,,,90.0,FT,starter_full_match_no_exit_in_team_substitution_feed,B,True,True,16,5,upper90_can_enter_real_xi,AM,False,False
1324,1415592,annual_current,3403,startXI,90.0,,,90.0,FT,starter_full_match_no_exit_in_team_substitution_feed,B,True,True,16,5,upper90_can_enter_real_xi,AM,False,False
1324,1415592,pre_world_cup,3403,startXI,90.0,,,90.0,FT,starter_full_match_no_exit_in_team_substitution_feed,B,True,True,16,5,upper90_can_enter_real_xi,AM,False,False
1324,1415598,annual_current,3403,startXI,90.0,,,90.0,FT,starter_full_match_no_exit_in_team_substitution_feed,B,True,True,17,5,upper90_can_enter_real_xi,AM,False,False
1324,1415598,pre_world_cup,3403,startXI,90.0,,,90.0,FT,starter_full_match_no_exit_in_team_substitution_feed,B,True,True,17,5,upper90_can_enter_real_xi,AM,False,False
1324,1415603,annual_current,3403,startXI,90.0,,,90.0,FT,starter_full_match_no_exit_in_team_substitution_feed,B,True,True,29,5,upper90_can_enter_real_xi,AM,False,False
1324,1415603,pre_world_cup,3403,startXI,90.0,,,90.0,FT,starter_full_match_no_exit_in_team_substitution_feed,B,True,True,29,5,upper90_can_enter_real_xi,AM,False,False
