player_id,player_name,world_cup_team,squad_position,resolved_role,role_stability,role_observations,role_distribution,reported_minutes,orientation_mapping,fixture_endpoint_coverage,coverage_pass_80pct,stable_role_60pct,scientific_role_eligible,minutes_num,overall,uncertainty,conservative_score,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,profile_scored,lower_95,upper_95,role_rank_conservative,top30_lower_threshold,best_lower_threshold,plausible_top30,plausible_real_xi,guardrail_top35,insufficient_evidence_guardrail,in_selection_frontier,frontier_reason
5,M. Akanji,Switzerland,Defender,RB,0.8333333333333334,48,RB:40 | LCB:7 | RCB:1,4981.0,low_is_left,1.0,True,True,True,4307.0,0.47555588580163466,0.07111177217658315,0.4044441136250515,0.7353607698444383,0.34819302792479073,0.35909089618341394,0.42345441205746015,0.5677085169954454,0.40117617399058425,0.7680529906726563,0.6811561315645571,True,0.33617681233553165,0.6149349592677377,94.0,0.3992356420301455,0.5298895123436286,True,True,False,False,True,plausible_real_xi
9,A. Hakimi,Morocco,Defender,RB,1.0,45,RB:45,4466.0,low_is_left,1.0,True,True,True,3641.0,0.6197448839338726,0.07734256985504474,0.5424023140788279,0.7833377357890267,0.6256783453459677,0.752748952136996,0.5292567779905892,0.4839148055921539,0.43998632985745556,0.48840146034842336,0.6152233656380511,True,0.4681534470179849,0.7713363208497603,5.0,0.3992356420301455,0.5298895123436286,True,True,True,False,True,plausible_real_xi
17,C. Pulisic,USA,Midfielder,RW,0.5217391304347826,23,RW:12 | ST:9 | LW:2,2607.0,low_is_left,1.0,False,False,False,2030.0,0.7211261312077414,0.10358119539476683,0.6175449358129745,0.5264203043003772,0.7878065218721473,0.765274118961395,0.8322585164064453,0.30484085955905244,0.4947163145247718,0.5299025796521947,0.536715965854595,True,0.5181069882339984,0.9241452741814844,14.0,0.5042096688986383,0.6792848188630003,True,True,True,True,True,insufficient_evidence_guardrail
20,A. Witsel,Belgium,Midfielder,AM,0.5333333333333333,30,AM:16 | CM:13 | DM:1,2678.0,low_is_left,1.0,True,False,False,2564.0,0.5545836788860132,0.09216582762386102,0.4624178512621522,0.6158027093723508,0.4396282169080221,0.43918285108766447,0.4062510109409267,0.5259683716356882,0.5202716722219993,0.724067505392396,0.6576967231118469,True,0.37393865674324567,0.7352287010287808,45.0,0.4172372019118209,0.5982105538392852,True,True,False,True,True,insufficient_evidence_guardrail
30,S. Arias,Colombia,Defender,RB,1.0,2,RB:2,4115.0,low_is_left,0.1666666666666666,False,True,False,,,0.25,,,,,,,,,,False,,,,0.3992356420301455,0.5298895123436286,True,True,False,True,True,insufficient_evidence_guardrail
31,J. M. Gimenez,Uruguay,Defender,RCB,0.75,16,RCB:12 | LCB:4,2569.0,low_is_left,1.0,False,True,False,1537.0,0.5214301376768355,0.11903974940683427,0.4023903882700013,0.6598497254491315,0.3508648929637215,0.337211874715776,0.418936652117226,0.6881735410052693,0.6594192899725062,0.7584481253570914,0.6402686980678304,True,0.2881122288394404,0.7547480465142307,23.0,0.2846286838382076,0.5773018040873583,True,True,True,False,True,plausible_real_xi
33,L. Hernandez,France,Defender,LB,0.8095238095238095,21,LB:17 | RB:3 | LCB:1,2291.0,low_is_left,1.0,True,True,True,2084.0,0.524134327511722,0.10223040478345032,0.42190392272827165,0.8269348774110706,0.40519026940031827,0.4818847673815612,0.38721205028676287,0.5303148647306836,0.4173160412586336,0.49374401044988797,0.6721609244940746,True,0.3237627341361593,0.7245059208872846,28.0,0.3176634434926551,0.556795893166828,True,True,True,False,True,plausible_real_xi
44,Rodri,Spain,Midfielder,DM,0.8235294117647058,34,DM:28 | CM:6,3076.0,low_is_left,1.0,True,True,True,2811.0,0.6860546754233252,0.08802347605750713,0.5980311993658181,0.9024258305482804,0.5562269728733912,0.5642745461117701,0.41760526553599864,0.611921545161414,0.7297923674952307,0.6892775697535941,0.6585014246491435,True,0.5135286623506112,0.8585806884960392,2.0,0.1989949383818902,0.5975349074559566,True,True,True,False,True,plausible_real_xi
49,T. Partey,Ghana,Midfielder,CM,0.6666666666666666,15,CM:10 | DM:3 | AM:2,2722.0,low_is_left,1.0,False,True,False,1602.0,0.5708056896441862,0.1165997668006996,0.4542059228434866,0.5923536637390957,0.49905152516966617,0.4778846346264207,0.37443233931261816,0.6534908788473273,0.4623070987057942,0.6913297803241643,0.5342701010555109,True,0.34227014671481504,0.7993412325735574,84.0,0.4628172708218756,0.6802178488026471,True,True,False,False,True,plausible_real_xi
69,B. Mechele,Belgium,Defender,RCB,0.6607142857142857,56,RCB:37 | LCB:10 | RB:9,5448.0,low_is_left,0.95,True,True,True,5023.0,0.7063652986399228,0.0658487217104921,0.6405165769294308,0.743095394382783,0.36225991136420616,0.3837432651677513,0.5009071138210441,0.670314441755131,0.629845677801068,0.8210956332312512,0.6801601552780459,True,0.5773018040873583,0.8354287931924873,1.0,0.2846286838382076,0.5773018040873583,True,True,True,False,True,plausible_real_xi
