player_id,player_name,world_cup_team,window,fixture_id,benchmark_precheck,priority_reason,selection_resolution_reason
2699,S. Ghoddos,Iran,annual_current,1446905,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,annual_current,1446909,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,annual_current,1446928,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,annual_current,1485352,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,annual_current,1485357,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,annual_current,1485366,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,annual_current,1505593,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,annual_current,1505605,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,annual_current,1505611,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,pre_world_cup,1446905,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,pre_world_cup,1446909,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,pre_world_cup,1446928,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,pre_world_cup,1485352,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,pre_world_cup,1485357,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,pre_world_cup,1485366,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,pre_world_cup,1505593,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,pre_world_cup,1505605,True,player_below_80pct_coverage,upper90_can_enter_real_xi
2699,S. Ghoddos,Iran,pre_world_cup,1505611,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398320,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398333,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398335,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398349,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398364,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398374,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398384,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398404,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398410,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398424,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398433,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398444,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398447,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398463,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398471,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398483,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398513,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398516,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398533,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398544,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398551,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398564,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398565,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398592,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398604,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398607,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398624,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398631,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398644,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398646,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398663,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1398668,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1400744,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1400759,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1400761,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1400794,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1400803,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1400819,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1400857,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1400867,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1400882,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1400890,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1400896,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1400901,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1537081,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1537088,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1537092,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1537094,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1537098,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,annual_current,1537108,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398320,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398333,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398335,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398349,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398364,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398374,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398384,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398404,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398410,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398424,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398433,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398444,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398447,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398463,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398471,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398483,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398513,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398516,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398533,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398544,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398551,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398564,True,player_below_80pct_coverage,upper90_can_enter_real_xi
21101,S. Moutoussamy,Congo DR,pre_world_cup,1398565,True,player_below_80pct_coverage,upper90_can_enter_real_xi
