player_id,player_name,world_cup_team,resolved_role,reason,decision_priority_score,role_gate_pressure,uncertainty_width_90,lo90,hi90,best_lower_threshold,top30_lower_threshold,rank,urank,missing_fixture_count,cov_annual_current,cov_pre_world_cup,role_stability,stable
304951,Lee Gi-Hyuk,South Korea,RB,upper90_can_enter_real_xi,8.45914759324209,0.7166666666666667,0.5921473057025299,0.3433586506717925,0.9355059563743224,0.5370524709848076,0.4116887865378286,60.0,1.0,78,0.1914893617021276,0.1304347826086956,1.0,True
6808,J. Italiano,Australia,RB,upper90_can_enter_real_xi,8.189064144069905,0.7166666666666667,0.5674539842213928,0.2329377334747701,0.8003917176961629,0.5370524709848076,0.4116887865378286,203.0,13.0,44,0.3888888888888889,0.3125,1.0,True
29781,M. Ghaedi,Iran,RW,upper90_can_enter_real_xi,7.92645080428545,0.6,0.5921473057025298,0.3410461283272146,0.9331934340297444,0.6849921111720132,0.5132377794857867,182.0,7.0,28,0.5172413793103449,0.4615384615384615,1.0,True
34418,Kim Tae-Hyeon,South Korea,RB,upper90_can_enter_real_xi,7.818033161254828,0.7166666666666667,0.4476952940261834,0.191396983613288,0.6390922776394714,0.5370524709848076,0.4116887865378286,237.0,143.0,40,0.5263157894736842,0.4358974358974359,1.0,True
200981,J. Gaber,Qatar,RB,upper90_can_enter_real_xi,7.795810903867408,0.7166666666666667,0.5921473057025302,0.3361590947584923,0.9283064004610224,0.5370524709848076,0.4116887865378286,66.0,2.0,0,1.0,1.0,1.0,True
73514,S. Nasrullaev,Uzbekistan,RB,upper90_can_enter_real_xi,7.665537157033147,0.7166666666666667,0.5721632266631129,0.1151527450930446,0.6873159717561576,0.5370524709848076,0.4116887865378286,244.0,82.0,2,0.9090909090909092,0.875,0.6666666666666666,True
360114,A. Khusanov,Uzbekistan,RCB,covered_pool_shortage,7.65467806654788,0.5333333333333333,0.27632353452201497,0.3692155566420099,0.6455390911640249,0.5807958869886298,0.2884856769736131,20.0,25.0,0,1.0,1.0,0.5428571428571428,False
417,A. Schopf,Austria,AM,upper90_can_enter_real_xi,7.641686892075988,0.43333333333333335,0.5815268895522363,0.2643890019847431,0.8459158915369793,0.5936339452033933,0.4573550598962117,131.0,16.0,46,0.5892857142857143,0.603448275862069,1.0,True
161921,G. Reyna,USA,ST,high_ability_role_stabilization,7.623266689155268,0.9166666666666667,0.5701868365548292,0.3338627240441029,0.904049560598932,0.6160898225863196,0.2792401392268431,14.0,3.0,0,1.0,1.0,0.5,False
2539,A. Fathi,Qatar,AM,upper90_can_enter_real_xi,7.606610807060833,0.43333333333333335,0.5921473057025299,0.3460717034776135,0.9382190091801434,0.5936339452033933,0.4573550598962117,84.0,2.0,16,0.7037037037037037,0.6666666666666666,0.8571428571428571,True
51535,S. Caceres,Uruguay,RCB,covered_pool_shortage,7.596880944156922,0.5333333333333333,0.2712313817751791,0.3287087155063873,0.5999400972815664,0.5807958869886298,0.2884856769736131,30.0,33.0,0,1.0,1.0,0.4473684210526316,False
313,D. Ospina,Colombia,GK,upper90_can_enter_real_xi,7.572854743125731,0.30833333333333335,0.5871068373889149,0.4128931626110851,1.0,0.6652291855465318,0.586972041249707,94.0,1.0,92,0.2542372881355932,0.1864406779661017,1.0,True
89982,S. Moghanlou,Iran,RW,upper90_can_enter_real_xi,7.540667403190697,0.6,0.5160770600287334,0.2277986422182359,0.7438757022469693,0.6849921111720132,0.5132377794857867,242.0,169.0,18,0.6896551724137931,0.6538461538461539,1.0,True
310835,A. Nasib,Jordan,RB,upper90_can_enter_real_xi,7.532184426257028,0.7166666666666667,0.5639973795662657,0.1630348496165899,0.7270322291828556,0.5370524709848076,0.4116887865378286,241.0,44.0,0,1.0,1.0,0.75,True
2869,E. Alvarez,Mexico,RB,upper90_can_enter_real_xi,7.526570545864608,0.7166666666666667,0.420504952877422,0.4970952396152936,0.9176001924927156,0.5370524709848076,0.4116887865378286,4.0,4.0,0,1.0,1.0,0.8666666666666667,True
2481,A. Montero,Colombia,GK,upper90_can_enter_real_xi,7.515966812690826,0.30833333333333335,0.5921473057025299,0.3492630280198989,0.9414103337224288,0.6652291855465318,0.586972041249707,99.0,10.0,92,0.3125,0.25,1.0,True
144709,J. Anang,Ghana,GK,upper90_can_enter_real_xi,7.494368682399594,0.30833333333333335,0.5921473057025298,0.3683698529056746,0.9605171586082044,0.6652291855465318,0.586972041249707,98.0,5.0,69,0.2325581395348837,0.1428571428571428,1.0,True
20079,H. Souttar,Australia,RCB,upper90_can_enter_real_xi,7.44578292450581,0.5333333333333333,0.59214730570253,0.3419092410861836,0.9340565467887136,0.5807958869886298,0.2884856769736131,16.0,1.0,0,1.0,1.0,0.6666666666666666,True
44551,S. Al Shehri,Saudi Arabia,RW,upper90_can_enter_real_xi,7.4410136467132615,0.6,0.5921473057025299,0.3589163255324714,0.9510636312350014,0.6849921111720132,0.5132377794857867,168.0,5.0,0,1.0,1.0,1.0,True
295394,M. Younis,Iraq,RB,upper90_can_enter_real_xi,7.435181298467825,0.7166666666666667,0.5666803587979744,0.0685086007150941,0.6351889595130685,0.5370524709848076,0.4116887865378286,246.0,157.0,0,1.0,1.0,0.75,True
129670,N. Mbuku,Congo DR,AM,upper90_can_enter_real_xi,7.424160805161116,0.43333333333333335,0.46502140201393116,0.3157095754084219,0.7807309774223531,0.5936339452033933,0.4573550598962117,120.0,41.0,56,0.4166666666666667,0.3636363636363636,0.6153846153846154,True
94344,N. Pijnaker,New Zealand,RB,upper90_can_enter_real_xi,7.3968530210809575,0.7166666666666667,0.49345608808544167,0.2067402611384735,0.7001963492239152,0.5370524709848076,0.4116887865378286,229.0,69.0,0,1.0,1.0,0.8,True
42288,Lucas Mendes,Qatar,RB,upper90_can_enter_real_xi,7.389963805547699,0.7166666666666667,0.48047779203555885,0.2311533104079614,0.7116311024435202,0.5370524709848076,0.4116887865378286,221.0,56.0,0,1.0,1.0,0.8181818181818182,True
