fixture_id,unresolved_players,max_player_priority,total_player_priority,information_value_score
1390075,2,8.189064144069905,31.661502072291785,23.315629907535694
1390126,2,8.189064144069905,31.661502072291785,23.315629907535694
1324182,2,7.818033161254828,29.86014239771241,22.133987071159897
1324202,2,7.818033161254828,29.86014239771241,22.133987071159897
1324216,2,7.818033161254828,29.86014239771241,22.133987071159897
1324227,2,7.818033161254828,29.86014239771241,22.133987071159897
1324242,2,7.818033161254828,29.86014239771241,22.133987071159897
1324252,2,7.818033161254828,29.86014239771241,22.133987071159897
1324267,2,7.818033161254828,29.86014239771241,22.133987071159897
1324273,2,7.818033161254828,29.86014239771241,22.133987071159897
1324289,2,7.818033161254828,29.86014239771241,22.133987071159897
1324299,2,7.818033161254828,29.86014239771241,22.133987071159897
1324302,2,7.818033161254828,29.86014239771241,22.133987071159897
1324312,2,7.818033161254828,29.86014239771241,22.133987071159897
1324322,2,7.818033161254828,29.86014239771241,22.133987071159897
1501309,2,7.818033161254828,29.86014239771241,22.133987071159897
1504674,2,7.818033161254828,29.86014239771241,22.133987071159897
1504683,2,7.818033161254828,29.86014239771241,22.133987071159897
1504695,2,7.818033161254828,29.86014239771241,22.133987071159897
1504705,2,7.818033161254828,29.86014239771241,22.133987071159897
1485351,2,7.92645080428545,29.491657265842605,22.07658640484911
1501828,2,7.92645080428545,29.491657265842605,22.07658640484911
1392471,2,7.572854743125731,30.177643111633117,22.03168397429512
1446905,2,7.540667403190697,28.523450741776568,21.25511006792464
1446909,2,7.540667403190697,28.523450741776568,21.25511006792464
1446928,2,7.540667403190697,28.523450741776568,21.25511006792464
1485352,2,7.540667403190697,28.523450741776568,21.25511006792464
1485357,2,7.540667403190697,28.523450741776568,21.25511006792464
1485366,2,7.540667403190697,28.523450741776568,21.25511006792464
1505593,2,7.540667403190697,28.523450741776568,21.25511006792464
1505605,2,7.540667403190697,28.523450741776568,21.25511006792464
1505611,2,7.540667403190697,28.523450741776568,21.25511006792464
1340829,1,8.45914759324209,16.91829518648418,16.626898171607927
1340838,1,8.45914759324209,16.91829518648418,16.626898171607927
1340842,1,8.45914759324209,16.91829518648418,16.626898171607927
1340848,1,8.45914759324209,16.91829518648418,16.626898171607927
1340851,1,8.45914759324209,16.91829518648418,16.626898171607927
1340858,1,8.45914759324209,16.91829518648418,16.626898171607927
1340869,1,8.45914759324209,16.91829518648418,16.626898171607927
1340878,1,8.45914759324209,16.91829518648418,16.626898171607927
1340881,1,8.45914759324209,16.91829518648418,16.626898171607927
1340891,1,8.45914759324209,16.91829518648418,16.626898171607927
1340897,1,8.45914759324209,16.91829518648418,16.626898171607927
1438926,1,8.45914759324209,16.91829518648418,16.626898171607927
1438932,1,8.45914759324209,16.91829518648418,16.626898171607927
1438938,1,8.45914759324209,16.91829518648418,16.626898171607927
