avatar_id,position_group,metric,mean,arithmetic_mean,median,std,ci95_low,ci95_high,position_percentile,direction,actual_n
SYN-GK20,GK,saves_p90,3.0576801943079417,3.1154893935415915,3.0,1.290202104757845,2.4699447902365366,3.740285029053193,69.04761904761905,1,20
SYN-GK20,GK,goals_conceded_p90,1.2289795333166496,1.24553481712951,1.153846153846154,0.6549137373303664,0.9155261270969306,1.534964646910371,50.0,-1,20
SYN-GK20,GK,pass_accuracy,22.209775347379626,22.547597185260646,23.03040347468282,6.778365581176634,19.631996753246753,24.888122474691524,71.42857142857143,1,20
SYN-GK20,GK,passes_p90,30.910174559595127,31.94869788144959,30.75,6.254203804286456,29.445660115071153,33.46838750692285,76.19047619047619,1,20
SYN-CB20,CB,interceptions_p90,1.2581443625442525,1.2905384785411493,1.1428571428571428,0.5191550033113034,1.0226945066994408,1.5206168038858707,71.42857142857143,1,20
SYN-CB20,CB,tackles_p90,1.7591526284873171,1.8143275972953485,1.669761273209549,0.9582902581724831,1.3330785318413678,2.2110727704536646,81.31868131868131,1,20
SYN-CB20,CB,blocks_p90,0.4985016872057554,0.5488013497646043,0.49953789279112754,0.4707486654069885,0.3144050400031004,0.7276694892750928,42.857142857142854,1,20
SYN-CB20,CB,duel_win_rate,0.6644522469696017,0.6626436689207107,0.6763975155279502,0.07863608084509756,0.6247975735040018,0.7032771342694532,69.23076923076923,1,20
SYN-CB20,CB,pass_accuracy,67.5808512280812,66.07300326363206,70.66666666666666,18.159249486006665,58.84445505272536,75.22448182300575,75.82417582417582,1,20
SYN-CB20,CB,passes_p90,71.04301050692702,70.07147737105886,71.71153846153847,17.435504411954835,63.21821391412118,78.31756008271043,81.31868131868131,1,20
SYN-CB20,CB,cards_p90,0.019340178495337784,0.0446388094629369,0.0,0.09784706992620279,0.0,0.07371944784433211,62.637362637362635,-1,20
SYN-FB20,FB,interceptions_p90,1.0750495039410333,1.1283010409095717,1.0662313432835822,0.6737943034823645,0.8346813204825662,1.4208876527476562,66.66666666666666,1,20
SYN-FB20,FB,tackles_p90,2.723445093475172,2.78661881788236,2.7250560538116595,1.0359077916384862,2.3141469841164994,3.2189867384458273,68.0,1,20
SYN-FB20,FB,duel_win_rate,0.60132804723205,0.6009634180314478,0.593915343915344,0.07082647904747166,0.5655276329148613,0.635129253005814,72.0,1,20
SYN-FB20,FB,key_passes_p90,1.3090640201151231,1.3353895934038735,1.0900791235544736,0.7452171759885425,0.9663458417954935,1.6852951712548734,81.33333333333333,1,20
SYN-FB20,FB,assists_p90,0.13125319884609685,0.16071928262636553,0.0,0.20570432966331065,0.04317343925226883,0.24158728797092427,73.33333333333333,1,20
SYN-FB20,FB,dribbles_completed_p90,0.9652514725106012,0.9744024358701162,0.8715787547277238,0.6692816241827583,0.6430482361212021,1.2626966343277188,74.66666666666667,1,20
SYN-FB20,FB,pass_accuracy,40.768008606840056,42.26769803965668,41.32252865329513,16.811740134925333,34.5475214528262,48.009268513464114,77.33333333333333,1,20
