player_id,player_name,team_id,team_name,position_group,minutes,shots,shots_on,goals,goals_conceded,assists,saves,passes,passes_accurate,key_passes,tackles,blocks,interceptions,duels,duels_won,dribbles_attempted,dribbles_completed,fouls_drawn,fouls_committed,yellow_cards,red_cards,provider_rating_mean,shots_p90,goals_p90,goals_conceded_p90,assists_p90,saves_p90,passes_p90,key_passes_p90,tackles_p90,blocks_p90,interceptions_p90,duels_p90,dribbles_completed_p90,fouls_drawn_p90,fouls_committed_p90,cards_p90,shots_on_target_rate,duel_win_rate,dribble_success_rate,pass_accuracy,reliability,adjusted__saves_p90,z__saves_p90,adjusted__goals_conceded_p90,z__goals_conceded_p90,adjusted__pass_accuracy,z__pass_accuracy,adjusted__passes_p90,z__passes_p90,rank_score,position_rank,adjusted__interceptions_p90,z__interceptions_p90,adjusted__tackles_p90,z__tackles_p90,adjusted__blocks_p90,z__blocks_p90,adjusted__duel_win_rate,z__duel_win_rate,adjusted__cards_p90,z__cards_p90,adjusted__key_passes_p90,z__key_passes_p90,adjusted__assists_p90,z__assists_p90,adjusted__dribbles_completed_p90,z__dribbles_completed_p90,adjusted__goals_p90,z__goals_p90,adjusted__shots_p90,z__shots_p90,adjusted__shots_on_target_rate,z__shots_on_target_rate,adjusted__dribble_success_rate,z__dribble_success_rate,adjusted__fouls_drawn_p90,z__fouls_drawn_p90
25282,Gregor Kobel,15,Switzerland,GK,600.0,0.0,0.0,0.0,6.0,0.0,20.0,224.0,163.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,7.533333333333334,0.0,0.0,0.8999999999999999,0.0,3.0,33.6,0.0,0.0,0.0,0.0,1.05,0.0,0.44999999999999996,0.0,0.0,0.0,1.0,0.0,72.76785714285714,0.7692307692307693,2.9524136728027925,0.2860616889130389,1.0277757156381822,0.8176998249506946,71.63667453090103,0.5157369849592335,32.37238609199006,1.50846596870089,0.7819911168809642,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3275,Ronwen Williams,1531,South Africa,GK,367.0,0.0,0.0,0.0,4.0,0.0,11.0,227.0,170.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.175000000000001,0.0,0.0,0.9809264305177112,0.0,2.697547683923706,55.66757493188011,0.0,0.0,0.0,0.2452316076294278,0.4904632152588556,0.0,0.0,0.0,0.0,0.0,0.5,0.0,74.8898678414097,0.6709323583180987,2.7292187656054443,-0.010034730302436826,1.1364991923177006,0.583061675869042,72.57856187602539,0.6673163184978369,46.655322032453824,1.755345985209877,0.7489223123185798,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,Camilo Vargas,8,Colombia,GK,480.0,0.0,0.0,0.0,1.0,0.0,6.0,189.0,147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.859999999999999,0.0,0.0,0.1875,0.0,1.125,35.4375,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777777777777,0.7272727272727273,1.5801252496760274,-1.4804363620247163,0.5328258457542153,1.379432156754248,75.07458360866949,1.0690048141449562,33.48554719962461,1.755345985209877,0.6808366485210913,3,,,,,,,,,,,,,,,,,,,,,,,,,,
15304,Vozinha,1533,Cape Verde Islands,GK,390.0,0.0,0.0,0.0,5.0,0.0,18.0,138.0,91.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,7.875,0.0,0.0,1.153846153846154,0.0,4.153846153846154,31.846153846153847,0.0,0.0,0.0,0.0,1.153846153846154,0.23076923076923078,0.6923076923076923,0.0,0.0,0.0,1.0,1.0,65.94202898550725,0.6842105263157895,3.724355552256453,1.310140729151144,1.2485351898206705,0.3412747142351552,66.54961956620413,-0.3029303484692597,30.720107283775867,0.9427511254262672,0.5728090550858267,4,,,,,,,,,,,,,,,,,,,,,,,,,,
47270,Unai Simón,9,Spain,GK,630.0,0.0,0.0,0.0,1.0,0.0,10.0,215.0,170.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,7.128571428571428,0.0,0.0,0.14285714285714285,0.0,1.4285714285714284,30.71428571428571,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.42857142857142855,0.0,0.0,0.0,0.8,0.0,79.06976744186046,0.7777777777777778,1.7319539071434296,-1.3330333475555596,0.43415439283676793,1.379432156754248,76.5800559713094,1.311282724099906,30.173408829323755,0.7555699856928798,0.5283128797478686,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,Alireza Beiranvand,22,Iran,GK,270.0,0.0,0.0,0.0,3.0,0.0,15.0,80.0,53.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,7.666666666666667,0.0,0.0,1.0,0.0,5.0,26.666666666666664,0.0,0.0,0.0,0.0,1.6666666666666665,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,66.25,0.6,4.117517032858173,1.8317194158757988,1.1814779071061825,0.4859922782710429,66.89642632975227,-0.24711821938882583,27.312135892782763,-0.224085846491208,0.46162690706670206,6,,,,,,,,,,,,,,,,,,,,,,,,,,
7525,Alexander Schlager,775,Austria,GK,360.0,0.0,0.0,0.0,9.0,0.0,13.0,123.0,105.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.45,0.0,0.0,2.25,0.0,3.25,30.75,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,1.0,0.0,85.36585365853658,0.6666666666666666,3.097930860715145,0.4791087383112383,1.9845649225884854,-1.2471646867119748,79.53259104715129,1.695032258045577,29.926779910652304,0.6711280383777007,0.3995260870056353,7,,,,,,,,,,,,,,,,,,,,,,,,,,
19172,Ørjan Nyland,1090,Norway,GK,480.0,0.0,0.0,0.0,7.0,0.0,16.0,185.0,119.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.359999999999999,0.0,0.0,1.3125,0.0,3.0,34.6875,0.1875,0.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.32432432432432,0.7272727272727273,2.943761613312391,0.27458363206077385,1.3510076639360336,0.12012696958456671,65.2902538243397,-0.5056019533287084,32.940092654170066,1.7028399613061405,0.39798715240569316,8,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Diogo Costa,27,Portugal,GK,450.0,0.0,0.0,0.0,3.0,0.0,19.0,104.0,79.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,7.42,0.0,0.0,0.6000000000000001,0.0,3.8000000000000003,20.8,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,1.0,0.0,75.96153846153847,0.7142857142857143,3.512512166327267,1.029103546019309,0.8439127907901305,1.2144978090535419,73.64854627949339,0.8395105024561803,22.93723992341626,-1.7219829177051797,0.34028223495596294,9,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Luca Zidane,1532,Algeria,GK,270.0,0.0,0.0,0.0,6.0,0.0,8.0,88.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,2.0,0.0,2.6666666666666665,29.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.36363636363636,0.6,2.7175170328581735,-0.02555856643557834,1.7814779071061826,-0.8088788364926426,78.9646081479341,1.695032258045577,28.91213589278276,0.3237295371713643,0.2960810980721801,10,,,,,,,,,,,,,,,,,,,,,,,,,,
