player_id,name,role,minutes,overall,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,uncertainty,synthetic
SYN-GK-20,SYN-GK20,GK,3673.0,0.7901486127523853,0.37005791159670454,0.3085740013089651,0.31090486579893084,0.31598439770607256,0.20597381477106663,0.16236202754084123,0.7767328237711661,0.9996646498695336,0.025,True
SYN-CB1-20,SYN-CB120,CB1,3424.5,0.6808670135682318,0.6819722070413666,0.37345744849508117,0.37136927281017773,0.44811757810118424,0.6676561797429421,0.6691404728791189,0.7378257274313891,0.608908503034524,0.025,True
SYN-CB2-20,SYN-CB220,CB2,3424.5,0.6808670135682318,0.6819722070413666,0.37345744849508117,0.37136927281017773,0.44811757810118424,0.6676561797429421,0.6691404728791189,0.7378257274313891,0.608908503034524,0.025,True
SYN-FB1-20,SYN-FB120,FB1,3242.0,0.652170594321431,0.6443975809350917,0.665644374783868,0.6996521562401621,0.4947836897508107,0.631031919489367,0.6099922477832678,0.5450420885205166,0.5338666789001447,0.025,True
SYN-FB2-20,SYN-FB220,FB2,3242.0,0.652170594321431,0.6443975809350917,0.665644374783868,0.6996521562401621,0.4947836897508107,0.631031919489367,0.6099922477832678,0.5450420885205166,0.5338666789001447,0.025,True
SYN-DM-20,SYN-DM20,DM,3074.5,0.6607604716043735,0.6372125059420892,0.5148967158112016,0.4781251835394257,0.44808887986756196,0.7378753095871532,0.7048249939687132,0.630745157212806,0.5841076109757963,0.025,True
SYN-CM-20,SYN-CM20,CM,3263.0,0.6445548928537426,0.6929098478491068,0.639496797498815,0.6840858810906141,0.50845985991432,0.6152474806925267,0.5871063158771415,0.6213743781314489,0.5872386442962204,0.025,True
SYN-AM-20,SYN-AM20,AM,2976.5,0.7360534648259398,0.6510914021886595,0.7875217379395637,0.8471341941092507,0.7275618996363229,0.4266452549746765,0.5143631932827797,0.5105492782806782,0.4766164618144897,0.025,True
SYN-W1-20,SYN-W120,W1,3054.0,0.7412743979005156,0.5723465402663981,0.8359582390058035,0.8328696132473519,0.7362207600598631,0.3791981871438253,0.6089696349314999,0.5057555912108764,0.4522983281001771,0.025,True
SYN-W2-20,SYN-W220,W2,3054.0,0.7412743979005156,0.5723465402663981,0.8359582390058035,0.8328696132473519,0.7362207600598631,0.3791981871438253,0.6089696349314999,0.5057555912108764,0.4522983281001771,0.025,True
SYN-ST-20,SYN-ST20,ST,3230.0,0.7108741050593065,0.36255794349674636,0.6518440083132848,0.633158997689302,0.8894036665678587,0.33206603520155387,0.6323687082739051,0.4155983058174398,0.30643293289956985,0.025,True
