player_id,fixtures,starts,minutes_num,shots_total,shots_on,goals_total,assists,saves,passes_total,passes_completed,passes_key,tackles_total,blocks,interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow,red,player_name,league_factor,shots_total_p90,shots_on_p90,goals_total_p90,assists_p90,saves_p90,passes_total_p90,passes_completed_p90,passes_key_p90,tackles_total_p90,blocks_p90,interceptions_p90,duels_total_p90,duels_won_p90,dribbles_attempts_p90,dribbles_success_p90,fouls_drawn_p90,fouls_committed_p90,pass_completion,duel_success,dribble_success_rate,shot_accuracy,build_up_raw,progression_raw,creation_raw,finishing_raw,defending_raw,duels_raw,retention_raw,goalkeeping_raw,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,world_cup_team,resolved_role,role_stability,role_observations,role_distribution,role_source,flexible,position_group,overall,uncertainty
154,44,42,3834.0,159.0,101.0,43.0,30.0,0.0,1900.0,1542.0,148.0,35.0,0.0,7.0,466.0,226.0,227.0,109.0,73.0,25.0,3,0,Lionel Messi,0.9245200834637456,3.4506735509562336,2.191937287085406,0.9332010232145788,0.6510704813124969,0.0,41.23446381645814,33.465022739462334,3.211947707808318,0.759582228197913,0.0,0.1519164456395826,10.113294809720784,4.904730959220809,4.926433308597893,2.365556082102072,1.5842715045270757,0.5425587344270808,0.8115789473684211,0.48497854077253216,0.4801762114537445,0.6352201257861635,45.268877817233324,12.487531831573692,11.610756916739527,11.804760639208524,1.6710809020354087,8.321558965226728,3.8554302139610606,0.16231578947368422,0.6068125097135287,0.910240024082152,0.9486609886374803,0.9708966658874963,0.3119266106358535,0.5807718603416099,0.4769996082024824,0.404888256948628,Argentina,RW,0.8541666666666666,48,RW:41 | ST:6 | LW:1,grid_centered_v2,False,W,0.8322314692550343,0.07537075808102849
19617,59,49,4569.0,125.0,80.0,22.0,31.0,0.0,2932.0,2489.0,140.0,50.0,2.0,24.0,647.0,320.0,274.0,139.0,113.0,58.0,13,0,Michael Olise,0.9970781352593564,2.4550512194501555,1.5712327804480992,0.4320890146232273,0.6088527024236385,0.0,57.58568140342284,48.88497988169149,2.749657365784174,0.9820204877800621,0.039280819511202485,0.4713698341344298,12.707345111874004,6.284931121792397,5.381472273034741,2.7300169560285727,2.2193663023829404,1.1391437658248722,0.8489085948158254,0.4945904173106646,0.5072992700729927,0.64,52.635586233504256,12.884108799674417,10.222833277790446,6.936438009613157,2.7535854477352943,10.282674822441349,3.991023433645051,0.16978171896316507,0.7339240662901014,0.91815981516726,0.9220564670065425,0.8511920114743009,0.38965606675605535,0.7444058050068794,0.5275168346199557,0.5028754709841633,France,RW,1.0,52,CM:52,public_anchor,False,W,0.8287826297819757,0.06904279411760973
386828,52,48,4201.0,136.0,68.0,25.0,17.0,0.0,2407.0,1955.0,124.0,65.0,0.0,19.0,772.0,419.0,435.0,247.0,107.0,54.0,6,0,Lamine Yamal,0.9961794810759342,2.9024605685240266,1.4512302842620133,0.5335405456845637,0.3628075710655033,0.0,51.36928373850979,41.72287067253288,2.646361106595436,1.3872054187798655,0.0,0.40549081472026843,16.475732050739325,8.942139545673287,9.283605494911408,5.2713805913634895,2.283553535529933,1.1524475786786577,0.8122143747403406,0.5427461139896373,0.5678160919540229,0.5,48.7142592640288,19.083678238045476,8.611344407348858,7.300046763443328,3.307951383244295,14.147233705911512,3.9897219164099957,0.16244287494806814,0.6694104991982949,0.9819613700849021,0.8757522109257311,0.8671148235978614,0.43206623067550354,0.9264400494594341,0.5270329565825153,0.4065161267083358,Spain,AM,0.5208333333333334,48,AM:25 | CM:23,grid_centered_v2,True,AM,0.8227051597194196,0.07200333246275126
1422,52,37,3271.0,36.0,21.0,8.0,12.0,0.0,1329.0,1106.0,102.0,42.0,0.0,21.0,613.0,326.0,299.0,167.0,114.0,40.0,0,0,Jérémy Doku,1.0,0.9905227759095079,0.5778049526138795,0.2201161724243351,0.3301742586365026,0.0,36.56679914399267,30.431060837664326,2.8064811984102724,1.155609905227759,0.0,0.5778049526138795,16.866401712014675,8.969734026291654,8.226841944359524,4.594925099357995,3.136655457046775,1.1005808621216755,0.8322046651617758,0.531810766721044,0.5585284280936454,0.5833333333333334,42.873138640661644,18.10730663405686,8.832161418526447,3.736522979720779,3.2357077346377254,14.153059936971447,4.042745336353461,0.1664409330323552,0.5609666250893234,0.9769842348110811,0.8832692426072155,0.642198520787155,0.42646839097637246,0.9265903477075449,0.546694759001786,0.45859928909921543,Belgium,RW,0.9,40,CM:36 | AM:4,public_anchor,False,W,0.8154891364532025,0.081599719459298
182718,45,45,4049.0,0.0,0.0,0.0,0.0,114.0,1280.0,1126.0,1.0,5.0,0.0,3.0,24.0,23.0,1.0,1.0,5.0,0.0,1,0,Joan García,0.9933316868362558,0.0,0.0,0.0,0.0,2.517061770051861,28.26174619005598,24.86150485156487,0.022079489210981237,0.11039744605490617,0.0,0.0662384676329437,0.5299077410635497,0.5078282518525684,0.022079489210981237,0.022079489210981237,0.11039744605490617,0.0,0.8796875,0.9583333333333334,1.0,0.0,34.754132263947156,0.15014052663467242,0.055198723027453094,0.0,0.3311923381647185,3.5859595525935957,5.262239583333334,3.9515301550777915,0.40253697238501385,0.3043715836391492,0.3107695597267567,0.3168013406328847,0.22883499355339215,0.1871948325925622,0.881454003612375,0.9996646498695336,Spain,GK,1.0,45,GK:45,grid_centered_v2,False,GK,0.8125410524471025,0.07334238850819447
46417,30,30,2700.0,0.0,0.0,0.0,0.0,39.0,1014.0,849.0,1.0,1.0,0.0,0.0,16.0,14.0,1.0,1.0,5.0,0.0,0,0,Sipho Chaine,0.85,0.0,0.0,0.0,0.0,1.105,28.729999999999997,24.055,0.028333333333333332,0.028333333333333332,0.0,0.0,0.4533333333333333,0.39666666666666667,0.028333333333333332,0.028333333333333332,0.14166666666666666,0.0,0.8372781065088757,0.875,1.0,0.0,33.917119329388555,0.19266666666666665,0.07083333333333333,0.0,0.051,3.1803333333333335,5.080473372781064,1.824955621301775,0.3867761100567666,0.30667034741518306,0.31184664658129324,0.3168013406328847,0.21357335712662714,0.16492505684772557,0.8500708517133639,0.9996646498695336,South Africa,GK,1.0,30,GK:30,grid_centered_v2,False,GK,0.8046814071966015,0.08981462390204988
732,34,34,3089.0,0.0,0.0,0.0,0.0,89.0,1314.0,1039.0,4.0,1.0,0.0,0.0,11.0,10.0,1.0,1.0,4.0,1.0,0,0,Luca Zidane,0.8763191971511816,0.0,0.0,0.0,0.0,2.2723589411398395,33.54920953548033,26.527875728587567,0.102128491736622,0.0255321229341555,0.0,0.0,0.2808533522757105,0.255321229341555,0.0255321229341555,0.0255321229341555,0.102128491736622,0.0255321229341555,0.7907153729071538,0.9090909090909091,1.0,0.0,35.06928559711824,0.29872583832961935,0.255321229341555,0.0,0.045957821281479905,3.084722448350904,4.929097598976669,3.56668148629119,0.4085257805029959,0.31244528919775305,0.32470796527756246,0.3168013406328847,0.21330563125795268,0.15999617007720823,0.8189679788397314,0.9996646498695336,Algeria,GK,1.0,34,GK:34,grid_centered_v2,False,GK,0.8043659103548025,0.08396919381459932
129058,42,42,3810.0,0.0,0.0,0.0,0.0,122.0,1666.0,1262.0,1.0,1.0,0.0,0.0,21.0,16.0,1.0,1.0,3.0,2.0,3,0,Bart Verbruggen,1.0,0.0,0.0,0.0,0.0,2.8818897637795273,39.354330708661415,29.81102362204724,0.023622047244094488,0.023622047244094488,0.0,0.0,0.4960629921259842,0.3779527559055118,0.023622047244094488,0.023622047244094488,0.07086614173228346,0.047244094488188976,0.7575030012004802,0.7619047619047619,1.0,0.0,36.69426794339783,0.13700787401574802,0.05905511811023622,0.0,0.04251968503937008,2.814848143982002,4.7522428814045306,4.474335245909387,0.4398005162353879,0.3036636556638738,0.311035041572598,0.3168013406328847,0.21312321595900457,0.1467264789725244,0.7765341332516883,0.9996646498695336,Netherlands,GK,1.0,42,GK:42,grid_centered_v2,False,GK,0.8042557806630743,0.07560777362858177
1142,31,31,2790.0,0.0,0.0,0.0,0.0,75.0,1122.0,874.0,0.0,1.0,0.0,1.0,18.0,14.0,1.0,1.0,4.0,0.0,0,0,Yvon Mvogo,1.0,0.0,0.0,0.0,0.0,2.4193548387096775,36.193548387096776,28.193548387096776,0.0,0.03225806451612903,0.0,0.03225806451612903,0.5806451612903226,0.45161290322580644,0.03225806451612903,0.03225806451612903,0.12903225806451613,0.0,0.7789661319073083,0.7777777777777778,1.0,0.0,35.76125007187626,0.14516129032258063,0.0,0.0,0.12258064516129033,2.9655913978494626,4.83749257278669,3.7848254844459777,0.42176841790052666,0.30410306397000825,0.3069832687185164,0.3168013406328847,0.21740048345064186,0.15402244847920218,0.7978219667573785,0.9996646498695336,Switzerland,GK,1.0,31,GK:31,grid_centered_v2,False,GK,0.8038425360219557,0.08835412617927488
497,41,41,3600.0,0.0,0.0,0.0,0.0,84.0,1355.0,1065.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,1.0,7.0,0.0,3,0,Manuel Neuer,0.99625,0.0,0.0,0.0,0.0,2.0921250000000002,33.74796875,26.52515625,0.0,0.0,0.0,0.0,0.2490625,0.22415625,0.02490625,0.02490625,0.17434375,0.0,0.7859778597785978,0.9,1.0,0.0,34.836032431964945,0.1494375,0.0,0.0,0.0,3.01381875,4.9109225092250925,3.29538307195572,0.4040905920856665,0.30433366281684854,0.3069832687185164,0.3168013406328847,0.21087667676486685,0.1564184922444231,0.814913976643643,0.9996646498695336,Germany,GK,1.0,45,GK:45,grid_centered_v2,False,GK,0.8028707723419233,0.07778174593052023
